entity_without_ids,name_without_ids,lang_without_ids,entity_with_ids,name_with_ids,lang_with_ids,normalized_name
Q106599,Inés de Aquitania,en,Q118253,Inés de Aquitania,en,inés de aquitania
Q106617,Iago  Ares,en,Q118270,Iago  Ares,en,iago ares
Q106619,Munio  Gutiérrez,en,Q118272,Munio  Gutiérrez,en,munio gutiérrez
Q106621,Ero  Gutiérrez,en,Q118274,Ero  Gutiérrez,en,ero gutiérrez
Q106623,Ioan  Froilaz,en,Q118276,Ioan  Froilaz,en,ioan froilaz
Q106625,"Atulpho II,  de la TUDESIA",en,Q118278,"Atulpho II,  de la TUDESIA",en,"atulpho , de la tudesia"
Q106627,Rosendo  Méndez,en,Q118280,Rosendo  Méndez,en,rosendo méndez
Q106629,"Muño  Rodríguez, el feyxo",en,Q118282,"Muño  Rodríguez, el feyxo",en,"muño rodríguez, el feyxo"
Q106631,Brites  Anes Redondo,en,Q118284,Brites  Anes Redondo,en,brites anes redondo
Q106633,Gil  Pires Feijó,en,Q118286,Gil  Pires Feijó,en,gil pires feijó
Q106635,Maria  Gil Feijó,en,Q118288,Maria  Gil Feijó,en,maria gil feijó
Q106637,Sancha  Gil Feijó,en,Q118290,Sancha  Gil Feijó,en,sancha gil feijó
Q106639,Martim  Gil Feijó,en,Q118292,Martim  Gil Feijó,en,martim gil feijó
Q106641,Teresa Gil Soares,en,Q118294,Teresa Gil Soares,en,teresa gil soares
Q106643,Urraca  Gil,en,Q118296,Urraca  Gil,en,urraca gil
Q106645,Maria  Fernandes,en,Q118298,Maria  Fernandes,en,maria fernandes
Q106647,Mór  Anes Coelho,en,Q118300,Mór  Anes Coelho,en,mór anes coelho
Q106651,Aldara  Anes Coelho,en,Q118304,Aldara  Anes Coelho,en,aldara anes coelho
Q106655,Maria  Anes Coelho,en,Q118308,Maria  Anes Coelho,en,maria anes coelho
Q106659,Garcia  Moniz,en,Q118312,Garcia  Moniz,en,garcia moniz
Q106663,Ausenda Ermiges  de Ribadouro,en,Q118316,Ausenda Ermiges  de Ribadouro,en,ausenda ermiges de ribadouro
Q106666,Vivili  Ermigues,en,Q118319,Vivili  Ermigues,en,vivili ermigues
Q106668,Aldara,en,Q118321,Aldara,en,aldara
Q106670,Paio Viegas,en,Q113633,Paio  Viegas,en,paio viegas
Q106670,Paio Viegas,en,Q118323,Paio Viegas,en,paio viegas
Q106672,Alboazar  Lovesendes,en,Q118325,Alboazar  Lovesendes,en,alboazar lovesendes
Q106674,Unisco  Godinhes,en,Q118327,Unisco  Godinhes,en,unisco godinhes
Q106676,Turtezendo  Galindes,en,Q118329,Turtezendo  Galindes,en,turtezendo galindes
Q106678,Anímia,en,Q118331,Anímia,en,anímia
Q106680,x  Ausenda,en,Q118333,x  Ausenda,en,x ausenda
Q106682,Fromarigo  Viegas,en,Q118335,Fromarigo  Viegas,en,fromarigo viegas
Q106684,Martim  Pires de Alvelos,en,Q118337,Martim  Pires de Alvelos,en,martim pires de alvelos
Q106688,Maria  Anes da Veiga (D.),en,Q118341,Maria  Anes da Veiga (D.),en,maria anes da veiga (d.)
Q106690,Mem Garcia  de Sousa,en,Q118343,Mem Garcia  de Sousa,en,mem garcia de sousa
Q106692,Teresa  Mendes de Sousa,en,Q118345,Teresa  Mendes de Sousa,en,teresa mendes de sousa
Q106694,Constança Mendes  de Sousa,en,Q118347,Constança Mendes  de Sousa,en,constança mendes de sousa
Q106696,João  Mendes de Sousa,en,Q118349,João  Mendes de Sousa,en,joão mendes de sousa
Q106698,Gonçalo  Mendes de Sousa,en,Q118351,Gonçalo  Mendes de Sousa,en,gonçalo mendes de sousa
Q106698,Gonçalo  Mendes de Sousa,en,Q118467,Gonçalo Mendes II de Sousa,en,gonçalo mendes de sousa
Q106698,Gonçalo  Mendes de Sousa,en,Q124261,Gonçalo Mendes II de Sousa,en,gonçalo mendes de sousa
Q106700,Gracia  Méndez de Sousa,en,Q118353,Gracia  Méndez de Sousa,en,gracia méndez de sousa
Q106702,"Alfonso Téllez de Meneses, IV señor de Meneses",en,Q118355,"Alfonso Téllez de Meneses, IV señor de Meneses",en,"alfonso téllez de meneses, señor de meneses"
Q106706,Tello Alfonso  De Meneses,en,Q118359,Tello Alfonso  De Meneses,en,tello alfonso de meneses
Q106708,Constanza  Alfonso de Meneses,en,Q118361,Constanza  Alfonso de Meneses,en,constanza alfonso de meneses
Q106718,Maria  Garcia de Sousa,en,Q118371,Maria  Garcia de Sousa,en,maria garcia de sousa
Q106720,Constança  Afonso de Cambra,en,Q113821,Constança  Afonso de Cambra,en,constança afonso de cambra
Q106720,Constança  Afonso de Cambra,en,Q118373,Constança  Afonso de Cambra,en,constança afonso de cambra
Q106722,Afonso  Rodrigues,en,Q118375,Afonso  Rodrigues,en,afonso rodrigues
Q106726,Juana  Gómez Girón,en,Q118379,Juana  Gómez Girón,en,juana gómez girón
Q106728,Leonor  Afonso de Portugal,en,Q118381,Leonor  Afonso de Portugal,en,leonor afonso de portugal
Q106732,Urraca  Gutiérrez de Meneses,en,Q118385,Urraca  Gutiérrez de Meneses,en,urraca gutiérrez de meneses
Q106734,García  Gutiérrez de Meneses,en,Q118387,García  Gutiérrez de Meneses,en,garcía gutiérrez de meneses
Q106736,"Men  Rodríguez, Rico-hombre y Portero mayor",en,Q118389,"Men  Rodríguez, Rico-hombre y Portero mayor",en,"men rodríguez, rico-hombre y portero mayor"
Q106738,Aldonça  Rodrigues,en,Q118391,Aldonça  Rodrigues,en,aldonça rodrigues
Q106740,Juan  Rodríguez de Sousa,en,Q118393,Juan  Rodríguez de Sousa,en,juan rodríguez de sousa
Q106742,Leonor  Affonsa,en,Q118395,Leonor  Affonsa,en,leonor affonsa
Q106744,N.N.,en,Q113465,N.N.,en,n.n.
Q106744,N.N.,en,Q114204,N.N.,en,n.n.
Q106744,N.N.,en,Q118397,N.N.,en,n.n.
Q106744,N.N.,en,Q118723,N.N.,en,n.n.
Q106744,N.N.,en,Q118739,N.N.,en,n.n.
Q106744,N.N.,en,Q118847,N.N.,en,n.n.
Q106746,Pedro  Afonso de Portugal,en,Q118399,Pedro  Afonso de Portugal,en,pedro afonso de portugal
Q106746,Pedro  Afonso de Portugal,en,Q118427,Pedro  Afonso de Portugal,en,pedro afonso de portugal
Q106748,"Afonso de Portugal, Grão-Mestre da Ordem de S. João de Jerusalém",en,Q118401,"Afonso de Portugal, Grão-Mestre da Ordem de S. João de Jerusalém",en,"afonso de portugal, grão-mestre da ordem de s. joão de jerusalém"
Q106752,"Henrique, infante de Portugal",en,Q118405,"Henrique, infante de Portugal",en,"henrique, infante de portugal"
Q106754,"Mafalda, infante de Portugal",en,Q118407,"Mafalda, infante de Portugal",en,"mafalda, infante de portugal"
Q106758,"Sancha, infanta de Portugal",en,Q118411,"Sancha, infanta de Portugal",en,"sancha, infanta de portugal"
Q106760,João. infante de Portugal,en,Q118413,João. infante de Portugal,en,joão. infante de portugal
Q106764,Abril  Peres,en,Q118417,Abril  Peres,en,abril peres
Q106766,Sancha  Fernández de Traba,en,Q118419,Sancha  Fernández de Traba,en,sancha fernández de traba
Q106768,Teresa  Fernández de Traba,en,Q118421,Teresa  Fernández de Traba,en,teresa fernández de traba
Q106770,Froila  Pérez de Traba,en,Q118423,Froila  Pérez de Traba,en,froila pérez de traba
Q106772,Elvira  Gualtar,en,Q118425,Elvira  Gualtar,en,elvira gualtar
Q106774,Pedro  Afonso de Portugal,en,Q118399,Pedro  Afonso de Portugal,en,pedro afonso de portugal
Q106774,Pedro  Afonso de Portugal,en,Q118427,Pedro  Afonso de Portugal,en,pedro afonso de portugal
Q106776,Henry of Burgundy,en,Q140866,Henry of Burgundy,en,henry of burgundy
Q106780,"Hugues I, duc de Bourgogne",en,Q118433,"Hugues I, duc de Bourgogne",en,"hugues i, duc de bourgogne"
Q106784,"Béatrix, infante de Bourgogne",en,Q118437,"Béatrix, infante de Bourgogne",en,"béatrix, infante de bourgogne"
Q106786,"Helie, infante de Bourgogne",en,Q118439,"Helie, infante de Bourgogne",en,"helie, infante de bourgogne"
Q106792,Fernando  Bermúdez de Trava,en,Q118445,Fernando  Bermúdez de Trava,en,fernando bermúdez de trava
Q106794,Sancha Bermudes  de Trava,en,Q118447,Sancha Bermudes  de Trava,en,sancha bermudes de trava
Q106796,Dna. Tereza  Bermudez de Trava,en,Q118449,Dna. Tereza  Bermudez de Trava,en,dna. tereza bermudez de trava
Q106798,Pedro  Bermúdez,en,Q118451,Pedro  Bermúdez,en,pedro bermúdez
Q106800,Enrique  Bermúdez,en,Q118453,Enrique  Bermúdez,en,enrique bermúdez
Q106802,Mayor  Bermúdez,en,Q118455,Mayor  Bermúdez,en,mayor bermúdez
Q106804,Urraca  Bermúdez,en,Q114238,Urraca  Bermúdez,en,urraca bermúdez
Q106804,Urraca  Bermúdez,en,Q118457,Urraca  Bermúdez,en,urraca bermúdez
Q106806,D.Fernão Mendes  de Bragança II,en,Q118459,D.Fernão Mendes  de Bragança II,en,d.fernão mendes de bragança
Q106808,Maria  Rodrigues Veloso,en,Q118461,Maria  Rodrigues Veloso,en,maria rodrigues veloso
Q106808,Maria  Rodrigues Veloso,en,Q124257,Maria Rodrigues Veloso,en,maria rodrigues veloso
Q106810,Garcia  Mendes de Sousa,en,Q118463,Garcia  Mendes de Sousa,en,garcia mendes de sousa
Q106810,Garcia  Mendes de Sousa,en,Q124267,Garcia Mendes II de Sousa,en,garcia mendes de sousa
Q106812,Urraca  Mendes de Sousa,en,Q118465,Urraca  Mendes de Sousa,en,urraca mendes de sousa
Q106812,Urraca  Mendes de Sousa,en,Q124265,Urraca Mendes de Sousa,en,urraca mendes de sousa
Q106814,Gonçalo Mendes II de Sousa,en,Q118351,Gonçalo  Mendes de Sousa,en,gonçalo mendes de sousa
Q106814,Gonçalo Mendes II de Sousa,en,Q118467,Gonçalo Mendes II de Sousa,en,gonçalo mendes de sousa
Q106814,Gonçalo Mendes II de Sousa,en,Q124261,Gonçalo Mendes II de Sousa,en,gonçalo mendes de sousa
Q106816,D. Vasco Mendes  de Souza,en,Q118469,D. Vasco Mendes  de Souza,en,d. vasco mendes de souza
Q106818,Rodrigo  Mendes de Sousa,en,Q124269,Rodrigo Mendes de Sousa,en,rodrigo mendes de sousa
Q106820,Henrique  Mendes de Sousa,en,Q118473,Henrique  Mendes de Sousa,en,henrique mendes de sousa
Q106822,Elvira  Gonçalves,en,Q118475,Elvira  Gonçalves,en,elvira gonçalves
Q106824,Diogo  Lopes de Sousa,en,Q118477,Diogo  Lopes de Sousa,en,diogo lopes de sousa
Q106826,Fernão  Garcia de Sousa,en,Q118479,Fernão  Garcia de Sousa,en,fernão garcia de sousa
Q106828,N  N,en,Q113691,N  N,en,n n
Q106828,N  N,en,Q118481,N  N,en,n n
Q106830,Martim  Mendes de Sousa,en,Q118483,Martim  Mendes de Sousa,en,martim mendes de sousa
Q106832,Gonçalo Rodrigues da Palmeira,en,Q118485,Gonçalo Rodrigues da Palmeira,en,gonçalo rodrigues da palmeira
Q106834,Toda  Palazim,en,Q118487,Toda  Palazim,en,toda palazim
Q106836,María  Rodrigues de Luesia,en,Q118489,María  Rodrigues de Luesia,en,maría rodrigues de luesia
Q106838,uma senhora asturiana,en,Q118491,uma senhora asturiana,en,uma senhora asturiana
Q106840,Fernão  Fernandes de Bragança,en,Q118493,Fernão  Fernandes de Bragança,en,fernão fernandes de bragança
Q106840,Fernão  Fernandes de Bragança,en,Q125112,Fernão Fernandes de Bragança,en,fernão fernandes de bragança
Q106842,Maria  Gedeão,en,Q118495,Maria  Gedeão,en,maria gedeão
Q106844,D. Froille  Nunes,en,Q118497,D. Froille  Nunes,en,d. froille nunes
Q106848,Gontinha  Soares de Tougues,en,Q118501,Gontinha  Soares de Tougues,en,gontinha soares de tougues
Q106850,Elvira  Garcia de Bragança,en,Q118503,Elvira  Garcia de Bragança,en,elvira garcia de bragança
Q106852,Fernão  Garcia de Bragança,en,Q118505,Fernão  Garcia de Bragança,en,fernão garcia de bragança
Q106852,Fernão  Garcia de Bragança,en,Q125102,Fernão Garcia de Bragança,en,fernão garcia de bragança
Q106854,Mór Garcia de  Bragança,en,Q118507,Mór Garcia de  Bragança,en,mór garcia de bragança
Q106856,Teresa  Garcia de Bragança,en,Q118509,Teresa  Garcia de Bragança,en,teresa garcia de bragança
Q106858,Sancha  Pires de Baião,en,Q118511,Sancha  Pires de Baião,en,sancha pires de baião
Q106860,Nuno  Vasques de Bragança,en,Q118513,Nuno  Vasques de Bragança,en,nuno vasques de bragança
Q106862,Sancha  Vasques de Bragança,en,Q118515,Sancha  Vasques de Bragança,en,sancha vasques de bragança
Q106864,Elvira  Vasques de Bragança,en,Q118517,Elvira  Vasques de Bragança,en,elvira vasques de bragança
Q106866,Maria  Vasques de Bragança,en,Q118519,Maria  Vasques de Bragança,en,maria vasques de bragança
Q106868,Urraca  Esteves,en,Q118521,Urraca  Esteves,en,urraca esteves
Q106870,"Estevão Vasques de Antas, senhor do Paço de Antas",en,Q118523,"Estevão Vasques de Antas, senhor do Paço de Antas",en,"estevão vasques de antas, senhor do paço de antas"
Q106872,Martim  Vasques de Soverosa,en,Q118525,Martim  Vasques de Soverosa,en,martim vasques de soverosa
Q106874,Aldonça  Vasques de Soverosa,en,Q118527,Aldonça  Vasques de Soverosa,en,aldonça vasques de soverosa
Q106876,Constança  Gonçalves Barroso,en,Q118529,Constança  Gonçalves Barroso,en,constança gonçalves barroso
Q106878,Pedro  Martins Machado,en,Q118531,Pedro  Martins Machado,en,pedro martins machado
Q106880,Fernão Martins  Machado,en,Q118533,Fernão Martins  Machado,en,fernão martins machado
Q106884,NN  de Monroy,en,Q118537,NN  de Monroy,en,nn de monroy
Q106886,Maria  Molina,en,Q118539,Maria  Molina,en,maria molina
Q106888,Mayor  de Saavedra,en,Q118541,Mayor  de Saavedra,en,mayor de saavedra
Q106892,Rodrigo  Fróias de Trastamara,en,Q118545,Rodrigo  Fróias de Trastamara,en,rodrigo fróias de trastamara
Q106894,Velasquita  Rodrigues de Trastamara,en,Q118547,Velasquita  Rodrigues de Trastamara,en,velasquita rodrigues de trastamara
Q106896,Gómez  Suárez,en,Q118549,Gómez  Suárez,en,gómez suárez
Q106898,"Pedro  Suárez, Carnesmás",en,Q118551,"Pedro  Suárez, Carnesmás",en,"pedro suárez, carnesmás"
Q106900,Pedro  Martínez Alcaforado,en,Q118553,Pedro  Martínez Alcaforado,en,pedro martínez alcaforado
Q106902,Maria  Soares,en,Q113619,Maria  Soares,en,maria soares
Q106902,Maria  Soares,en,Q118555,Maria  Soares,en,maria soares
Q106906,Elvira  Gonçalves de Toronho,en,Q118559,Elvira  Gonçalves de Toronho,en,elvira gonçalves de toronho
Q106908,Aires Nunes  Fornelos,en,Q118561,Aires Nunes  Fornelos,en,aires nunes fornelos
Q106910,Maria  Aires de Fornelos,en,Q118563,Maria  Aires de Fornelos,en,maria aires de fornelos
Q106910,Maria  Aires de Fornelos,en,Q125144,Maria Aires de Fornelos,en,maria aires de fornelos
Q106918,"Don Álvaro Díaz, Señor de los Cameros",en,Q118571,"Don Álvaro Díaz, Señor de los Cameros",en,"don álvaro díaz, señor de los cameros"
Q106920,Roldán  du Angers,en,Q118573,Roldán  du Angers,en,roldán du angers
Q106922,Flora  Valtes,en,Q118575,Flora  Valtes,en,flora valtes
Q106924,Baltodias  de Valtés,en,Q118577,Baltodias  de Valtés,en,baltodias de valtés
Q106926,Sanches,en,Q118579,Sanches,en,sanches
Q106928,descendência,en,Q118581,descendência,en,descendência
Q106930,Nuno  Vasques,en,Q118583,Nuno  Vasques,en,nuno vasques
Q106932,Nuño  Pelaez,en,Q118585,Nuño  Pelaez,en,nuño pelaez
Q106934,Garcia  Ovequiz,en,Q118587,Garcia  Ovequiz,en,garcia ovequiz
Q106936,Adosinda  Gutiérrez,en,Q118589,Adosinda  Gutiérrez,en,adosinda gutiérrez
Q106938,Juan  Castro,en,Q118591,Juan  Castro,en,juan castro
Q106940,Fernando  de Limia,en,Q118593,Fernando  de Limia,en,fernando de limia
Q106944,Paio  Guterres da Silva e da Cunha,en,Q118597,Paio  Guterres da Silva e da Cunha,en,paio guterres da silva e da cunha
Q106946,Ramiro  Menéndez de Valdés,en,Q118599,Ramiro  Menéndez de Valdés,en,ramiro menéndez de valdés
Q106948,Adonsina  Gutiérrez,en,Q118601,Adonsina  Gutiérrez,en,adonsina gutiérrez
Q106952,Nuño  Pérez de Lara,en,Q146960,Nuño Pérez de Lara,en,nuño pérez de lara
Q106954,Mayor  Pérez de Lara,en,Q118607,Mayor  Pérez de Lara,en,mayor pérez de lara
Q106956,Maria  Pérez de Lara,en,Q118609,Maria  Pérez de Lara,en,maria pérez de lara
Q106958,Milia  Pérez de Lara,en,Q118611,Milia  Pérez de Lara,en,milia pérez de lara
Q106962,Álvaro  Pérez de Lara,en,Q118615,Álvaro  Pérez de Lara,en,álvaro pérez de lara
Q106964,Nuño  García,en,Q118617,Nuño  García,en,nuño garcía
Q106966,Maria  Garcia Daza,en,Q118619,Maria  Garcia Daza,en,maria garcia daza
Q106968,Fernan  Gomez De Aza,en,Q118621,Fernan  Gomez De Aza,en,fernan gomez de aza
Q106970,Nuña de  Amaya,en,Q118623,Nuña de  Amaya,en,nuña de amaya
Q106972,Sancha  García de Aza,en,Q118625,Sancha  García de Aza,en,sancha garcía de aza
Q106974,D. Mayor García de Aza,en,Q118627,D. Mayor García de Aza,en,d. mayor garcía de aza
Q106976,Maria  García de Aza,en,Q118629,Maria  García de Aza,en,maria garcía de aza
Q106978,María (Leonor)  Fortunes de Soria,en,Q118631,María (Leonor)  Fortunes de Soria,en,maría (leonor) fortunes de soria
Q106982,Gómez  de Manzanedo,en,Q118635,Gómez  de Manzanedo,en,gómez de manzanedo
Q106984,Diego  Sánchez de Ayala,en,Q118637,Diego  Sánchez de Ayala,en,diego sánchez de ayala
Q106986,Toda  Díaz,en,Q118639,Toda  Díaz,en,toda díaz
Q106988,Sancha  Díaz de Frías,en,Q118641,Sancha  Díaz de Frías,en,sancha díaz de frías
Q106990,Gontrodo  Sol Rodriguez,en,Q118643,Gontrodo  Sol Rodriguez,en,gontrodo sol rodriguez
Q106992,María  Ordóñez de Carrion,en,Q118645,María  Ordóñez de Carrion,en,maría ordóñez de carrion
Q106996,Teresa,en,Q114036,Teresa,en,teresa
Q106996,Teresa,en,Q118173,Teresa,en,teresa
Q106996,Teresa,en,Q118649,Teresa,en,teresa
Q106998,Suero  Ferrández,en,Q118651,Suero  Ferrández,en,suero ferrández
Q107000,Elvira  Suárez,en,Q118653,Elvira  Suárez,en,elvira suárez
Q107002,Urraca  Fernández de Traba,en,Q118655,Urraca  Fernández de Traba,en,urraca fernández de traba
Q107004,"Gonzalo Añez ""el Bueno"", IX maestre de Calatrava",en,Q118657,"Gonzalo Añez ""el Bueno"", IX maestre de Calatrava",en,"gonzalo añez ""el bueno"", ix maestre de calatrava"
Q107006,Fernando  Yáñez de Noboa,en,Q118659,Fernando  Yáñez de Noboa,en,fernando yáñez de noboa
Q107008,Suero  Páez,en,Q118661,Suero  Páez,en,suero páez
Q107010,Rui  Pérez de Novoa,en,Q118663,Rui  Pérez de Novoa,en,rui pérez de novoa
Q107012,Elvira  Yáñez de Novoa,en,Q118665,Elvira  Yáñez de Novoa,en,elvira yáñez de novoa
Q107014,Ruy  Suárez Remóndez de Figueroa,en,Q118667,Ruy  Suárez Remóndez de Figueroa,en,ruy suárez remóndez de figueroa
Q107016,Remón de Figueroa,en,Q118669,Remón de Figueroa,en,remón de figueroa
Q107018,Teresa  Vélez de Guevara,en,Q118671,Teresa  Vélez de Guevara,en,teresa vélez de guevara
Q107022,María  Ruiz de Narváez,en,Q118675,María  Ruiz de Narváez,en,maría ruiz de narváez
Q107028,Raymonde  de Toulouse,en,Q118681,Raymonde  de Toulouse,en,raymonde de toulouse
Q107032,Fernando  Fernández de Castro,en,Q118685,Fernando  Fernández de Castro,en,fernando fernández de castro
Q107034,Teresa  Fernández de Castro,en,Q118687,Teresa  Fernández de Castro,en,teresa fernández de castro
Q107036,Diego  Fernández,en,Q118689,Diego  Fernández,en,diego fernández
Q107038,García  Fernández,en,Q118691,García  Fernández,en,garcía fernández
Q107040,BERENGUELA  RODRIGUEZ de SARRIA,en,Q118693,BERENGUELA  RODRIGUEZ de SARRIA,en,berenguela rodriguez de sarria
Q107042,Alvaro  Rodriguez de Sarria,en,Q118695,Alvaro  Rodriguez de Sarria,en,alvaro rodriguez de sarria
Q107044,Gontroda  Peres,en,Q118697,Gontroda  Peres,en,gontroda peres
Q107046,Aldonça  Peres,en,Q118699,Aldonça  Peres,en,aldonça peres
Q107048,María  Justes,en,Q118701,María  Justes,en,maría justes
Q107052,Alvar  Pérez,en,Q118705,Alvar  Pérez,en,alvar pérez
Q107054,Constanza  de Mena,en,Q118707,Constanza  de Mena,en,constanza de mena
Q107058,Unkown  de Gascogne,en,Q118711,Unkown  de Gascogne,en,unkown de gascogne
Q107062,Mãe Incógnita  Galindes,en,Q118715,Mãe Incógnita  Galindes,en,mãe incógnita galindes
Q107066,Anepalafred Sanche de Gascogne,en,Q118719,Anepalafred Sanche de Gascogne,en,anepalafred sanche de gascogne
Q107068,"Raymond, comte de Bordeaux",en,Q118721,"Raymond, comte de Bordeaux",en,"raymond, comte de bordeaux"
Q107070,N.N.,en,Q113465,N.N.,en,n.n.
Q107070,N.N.,en,Q114204,N.N.,en,n.n.
Q107070,N.N.,en,Q118397,N.N.,en,n.n.
Q107070,N.N.,en,Q118723,N.N.,en,n.n.
Q107070,N.N.,en,Q118739,N.N.,en,n.n.
Q107070,N.N.,en,Q118847,N.N.,en,n.n.
Q107072,Raymond de Fézensac,en,Q118725,Raymond de Fézensac,en,raymond de fézensac
Q107074,Cme. Fredelon de Fézensac,en,Q118727,Cme. Fredelon de Fézensac,en,cme. fredelon de fézensac
Q107080,"Raymond Pons, comte de Toulouse",en,Q118733,"Raymond Pons, comte de Toulouse III",en,"raymond pons, comte de toulouse"
Q107086,N.N.,en,Q113465,N.N.,en,n.n.
Q107086,N.N.,en,Q114204,N.N.,en,n.n.
Q107086,N.N.,en,Q118397,N.N.,en,n.n.
Q107086,N.N.,en,Q118723,N.N.,en,n.n.
Q107086,N.N.,en,Q118739,N.N.,en,n.n.
Q107086,N.N.,en,Q118847,N.N.,en,n.n.
Q107088,Guillaume III  Taillefer de Toulouse,en,Q118741,Guillaume III  Taillefer de Toulouse,en,guillaume taillefer de toulouse
Q107092,Adelais  Aquitaine,en,Q118745,Adelais  Aquitaine,en,adelais aquitaine
Q107096,Thibault Of  Aquitaine,en,Q118749,Thibault Of  Aquitaine,en,thibault of aquitaine
Q107098,"Arnaud I, vicomte de Lomagne",en,Q118751,"Arnaud I, vicomte de Lomagne",en,"arnaud i, vicomte de lomagne"
Q107100,Molher de Donat Aznar d'Auloron  NN,en,Q118753,Molher de Donat Aznar d'Auloron  NN,en,molher de donat aznar d'auloron nn
Q107102,Arnaud Donat  de Gabarret,en,Q118755,Arnaud Donat  de Gabarret,en,arnaud donat de gabarret
Q107104,(Molher de Lop Aznar d'Auloron)  .,en,Q118757,(Molher de Lop Aznar d'Auloron)  .,en,(molher de lop aznar d'auloron) .
Q107106,"Arnaud Loup I, vicomte de Dax",en,Q118759,"Arnaud Loup I, vicomte de Dax",en,"arnaud loup i, vicomte de dax"
Q107108,Molher d'Odon Donat de Gasconha,en,Q118761,Molher d'Odon Donat de Gasconha,en,molher d'odon donat de gasconha
Q107110,Ne  de Gimoes,en,Q118763,Ne  de Gimoes,en,ne de gimoes
Q107112,Arnaud Raymond  de Terride,en,Q118765,Arnaud Raymond  de Terride,en,arnaud raymond de terride
Q107114,Pierre 'le Vieux'  de Galard,en,Q118767,Pierre 'le Vieux'  de Galard,en,pierre 'le vieux' de galard
Q107116,NN  NN,en,Q113299,NN  NN,en,nn nn
Q107116,NN  NN,en,Q118769,NN  NN,en,nn nn
Q107118,Guillaume Arnaud  De Gabarret,en,Q118771,Guillaume Arnaud  De Gabarret,en,guillaume arnaud de gabarret
Q107122,Marie  de Gavarret,en,Q118775,Marie  de Gavarret,en,marie de gavarret
Q107124,Pierre II  de Gavarret,en,Q118777,Pierre II  de Gavarret,en,pierre de gavarret
Q107126,(Molher d'Uc de Gavarret)  .,en,Q118779,(Molher d'Uc de Gavarret)  .,en,(molher d'uc de gavarret) .
Q107128,N.N.  de Gabarret,en,Q118781,N.N.  de Gabarret,en,n.n. de gabarret
Q107130,Marquèse  de Montlezun,en,Q118783,Marquèse  de Montlezun,en,marquèse de montlezun
Q107132,Leonor  Gonzales de Lara,en,Q118785,Leonor  Gonzales de Lara,en,leonor gonzales de lara
Q107134,Fernando Rui  de Castro y Cabrera,en,Q118787,Fernando Rui  de Castro y Cabrera,en,fernando rui de castro y cabrera
Q107136,Estefania Ramirez  de Trava,en,Q118789,Estefania Ramirez  de Trava,en,estefania ramirez de trava
Q107140,Pedro  Ponce de Minerva,en,Q118793,Pedro  Ponce de Minerva,en,pedro ponce de minerva
Q107142,Ramiro  Ponce de Minerva,en,Q118795,Ramiro  Ponce de Minerva,en,ramiro ponce de minerva
Q107144,Maria  Ponce de Minerva,en,Q118797,Maria  Ponce de Minerva,en,maria ponce de minerva
Q107146,Sancha Ponce  de Minerva,en,Q118799,Sancha Ponce  de Minerva,en,sancha ponce de minerva
Q107150,Jerosolima  Gudrielda,en,Q118803,Jerosolima  Gudrielda,en,jerosolima gudrielda
Q107152,Miron  Mir de Tost,en,Q118805,Miron  Mir de Tost,en,miron mir de tost
Q107154,Sancha  Mir de Tost,en,Q118807,Sancha  Mir de Tost,en,sancha mir de tost
Q107156,Arnal  Mir de Pallars Jussà,en,Q118809,Arnal  Mir de Pallars Jussà,en,arnal mir de pallars jussà
Q107160,Estefanía  d'Urgell,en,Q118813,Estefanía  d'Urgell,en,estefanía d'urgell
Q107164,Gaucerrand de Salles  d'Urgel,en,Q118817,Gaucerrand de Salles  d'Urgel,en,gaucerrand de salles d'urgel
Q107166,Sancha  Núñez,en,Q118819,Sancha  Núñez,en,sancha núñez
Q107168,Guerau III  de Cabrera,en,Q123444,Guerau III de Cabrera,en,guerau de cabrera
Q107168,Guerau III  de Cabrera,en,Q124325,Guerau IV de Cabrera,en,guerau de cabrera
Q107168,Guerau III  de Cabrera,en,Q124326,Guerau V de Cabrera,en,guerau de cabrera
Q107170,Beatriz  Ponce,en,Q118823,Beatriz  Ponce,en,beatriz ponce
Q107172,María  Fernández de Traba,en,Q118825,María  Fernández de Traba,en,maría fernández de traba
Q107176,"don Fernando Ponce, ""El menor""",en,Q118829,"don Fernando Ponce, ""El menor""",en,"don fernando ponce, ""el menor"""
Q107178,Sancha  Diaz de Velasco,en,Q118831,Sancha  Diaz de Velasco,en,sancha diaz de velasco
Q107182,Tecla  Diaz,en,Q118835,Tecla  Diaz,en,tecla diaz
Q107184,Díaz de Sandoval,en,Q118837,Díaz de Sandoval,en,díaz de sandoval
Q107186,Muño o Nuño  Gutierrez,en,Q118839,Muño o Nuño  Gutierrez,en,muño o nuño gutierrez
Q107188,Estefanía  de Cifuentes,en,Q118841,Estefanía  de Cifuentes,en,estefanía de cifuentes
Q107190,Pelayo Pelayez,en,Q118843,Pelayo Pelayez,en,pelayo pelayez
Q107194,N.N.,en,Q113465,N.N.,en,n.n.
Q107194,N.N.,en,Q114204,N.N.,en,n.n.
Q107194,N.N.,en,Q118397,N.N.,en,n.n.
Q107194,N.N.,en,Q118723,N.N.,en,n.n.
Q107194,N.N.,en,Q118739,N.N.,en,n.n.
Q107194,N.N.,en,Q118847,N.N.,en,n.n.
Q107196,Fernando Rodríguez de Castro,en,Q123528,Fernando Rodríguez de Castro,en,fernando rodríguez de castro
