entity_without_ids,name_without_ids,lang_without_ids,entity_with_ids,name_with_ids,lang_with_ids,normalized_name
Q17926,Shi Bing Hong Qing,en,Q28775,Shi Bing Hong Qing,en,shi bing hong qing
Q17927,Shan Kou Ren Shi,en,Q28779,Shan Kou Ren Shi,en,shan kou ren shi
Q17928,Fang He Gao Yi,en,Q28783,Fang He Gao Yi,en,fang he gao yi
Q17932,Oda Akiie (Hitachi Province),en,Q28787,Oda Akiie (Hitachi Province),en,oda akiie (hitachi province)
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,en,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,fr,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,de,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,nl,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,pt,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,it,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,pt-br,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,ast,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,es,yūki masakatsu
Q17933,Yūki Masakatsu,en,Q28791,Yūki Masakatsu,tr,yūki masakatsu
Q17934,Yūki Masanao,en,Q28796,Yūki Masanao,en,yūki masanao
Q17936,Shoshosho (wife of Utsunomiya Kunitsuna),en,Q28800,Shoshosho (wife of Utsunomiya Kunitsuna),en,shoshosho (wife of utsunomiya kunitsuna)
Q17937,Yi Zi Sheng Jia,en,Q28804,Yi Zi Sheng Jia,en,yi zi sheng jia
Q17938,Yi Zi Sheng Zong,en,Q28808,Yi Zi Sheng Zong,en,yi zi sheng zong
Q17941,Daughter of Yanada Mochisuke (wife of Yuki Shigetomo),en,Q28812,Daughter of Yanada Mochisuke (Wife of Yuki Shigetomo),en,daughter of yanada mochisuke (wife of yuki shigetomo)
Q17943,daughter of Isshiki Yoshinao (wife of Sugiura Naotame),en,Q28816,Daughter of Isshiki Yoshinao (wife of Sugiura Naotame),en,daughter of isshiki yoshinao (wife of sugiura naotame)
Q17944,Jiu Fang Yuan,en,Q28820,Jiu Fang Yuan,en,jiu fang yuan
Q17946,Yi Shi Zhen Jing,en,Q28824,Yi Shi Zhen Jing,en,yi shi zhen jing
Q17947,daughter of Ninagawa Chikatoshi (wife of Ise Sadakuni),en,Q28828,Daughter of Ninagawa Chikatoshi (wife of Ise Sadakuni),en,daughter of ninagawa chikatoshi (wife of ise sadakuni)
Q17950,Gao Qiao Tong Zhong,en,Q28832,Gao Qiao Tong Zhong,en,gao qiao tong zhong
Q17951,daughter of Hatakeyama Masanaga (mother of Takahashi Takatane),en,Q28836,Daughter of Hatakeyama Masanaga (mother of Takahashi Takatane),en,daughter of hatakeyama masanaga (mother of takahashi takatane)
Q17952,adopted daughter of Ise Munetsui (wife of Takahashi Takatane),en,Q28840,Adopted daughter of Ise Munetsui (wife of Takahashi Takatane),en,adopted daughter of ise munetsui (wife of takahashi takatane)
Q17953,Hōjō Tsunataka,en,Q28844,Hōjō Tsunataka,en,hōjō tsunataka
Q17953,Hōjō Tsunataka,en,Q28844,Hōjō Tsunataka,de,hōjō tsunataka
Q17954,Gao Chang Yuan Dian Miao Yin Ri Jiu Xin Nu,en,Q28848,Gao Chang Yuan Dian Miao Yin Ri Jiu Xin Nu,en,gao chang yuan dian miao yin ri jiu xin nu
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,en,ōta dōkan
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,fr,ōta dōkan
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,ca,ōta dōkan
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,de,ōta dōkan
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,es,ōta dōkan
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,nl,ōta dōkan
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,it,ōta dōkan
Q17957,Ōta Dōkan,en,Q28852,Ōta Dōkan,tr,ōta dōkan
Q17958,daughter of Miura Yoshitomo (wife of Ota Sukeyasu),en,Q28856,Daughter of Miura Yoshitomo (Wife of Ota Sukeyasu),en,daughter of miura yoshitomo (wife of ota sukeyasu)
Q17959,Tai Tian Zi Yuan,en,Q28860,Tai Tian Zi Yuan,en,tai tian zi yuan
Q17960,Tōyama Tsunakage,en,Q28864,Tōyama Tsunakage,en,tōyama tsunakage
Q17960,Tōyama Tsunakage,en,Q28864,Tōyama Tsunakage,ast,tōyama tsunakage
Q17961,daughter of Tsuzuki Hidetsuna (wife of Ota Shigemasa),en,Q28868,Daughter of Tsuzuki Hidetsuna (Wife of Ota Shigemasa),en,daughter of tsuzuki hidetsuna (wife of ota shigemasa)
Q17962,daughter of Ota Shigemasa (wife of Inoue Masashige),en,Q28872,Daughter of Ota Shigemasa (Wife of Inoue Masashige),en,daughter of ota shigemasa (wife of inoue masashige)
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,en,ōta sukemune
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,es,ōta sukemune
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,fr,ōta sukemune
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,de,ōta sukemune
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,nl,ōta sukemune
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,it,ōta sukemune
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,ast,ōta sukemune
Q17963,Ōta Sukemune,en,Q28876,Ōta Sukemune,tr,ōta sukemune
Q17964,Yuan Shan Zhun Ren Zuo,en,Q28880,Yuan Shan Zhun Ren Zuo,en,yuan shan zhun ren zuo
Q17966,Jiu Wo Dun Tong,en,Q28884,Jiu Wo Dun Tong,en,jiu wo dun tong
Q17967,Shimozu Bōan,en,Q28888,Shimozu Bōan,en,shimozu bōan
Q17968,Jiu Wo Jun Zi,en,Q28892,Jiu Wo Jun Zi,en,jiu wo jun zi
Q17969,Jiu Wo Tong Lian,en,Q28896,Jiu Wo Tong Lian,en,jiu wo tong lian
Q17970,daughter of Sono Mototsugu (wife of Iwakura Tomotaka),en,Q28900,Daughter of Sono Mototsugu (Wife of Iwakura Tomotaka),en,daughter of sono mototsugu (wife of iwakura tomotaka)
Q17974,Da You Tekura,en,Q28904,Da You Tekura,en,da you tekura
Q17975,Yi Wei Tong Chun,en,Q28908,Yi Wei Tong Chun,en,yi wei tong chun
Q17977,Xiao Cang Ji Teng,en,Q28912,Xiao Cang Ji Teng,en,xiao cang ji teng
Q17978,Qing Tai Yuan Qi Yue Miao Guang,en,Q28916,Qing Tai Yuan Qi Yue Miao Guang,en,qing tai yuan qi yue miao guang
Q17979,Zhen Shou Yuan Shi Quan Miao Cao,en,Q28920,Zhen Shou Yuan Shi Quan Miao Cao,en,zhen shou yuan shi quan miao cao
Q17980,Ai Dang Tong Fu,en,Q28924,Ai Dang Tong Fu,en,ai dang tong fu
Q17981,Liang You,en,Q28928,Liang You,en,liang you
Q17988,daughter of Odate Hisashi (concubine of Ashikaga Yoshiharu),en,Q28936,Daughter of Odate Hisashi (Concubine of Ashikaga Yoshiharu),en,daughter of odate hisashi (concubine of ashikaga yoshiharu)
Q17989,Daughter of Isshiki Harutomo (Concubine of Ashikaga Yoshiharu),en,Q28940,Daughter of Isshiki Harutomo (Concubine of Ashikaga Yoshiharu),en,daughter of isshiki harutomo (concubine of ashikaga yoshiharu)
Q17990,Ashikaga Shūkō,en,Q28944,Ashikaga Shūkō,en,ashikaga shūkō
Q17990,Ashikaga Shūkō,en,Q28944,Ashikaga Shūkō,ast,ashikaga shūkō
Q17992,Daughter of Ashikaga Yoshiharu (Legal wife of Takeda Yoshimune),en,Q28948,Daughter of Ashikaga Yoshiharu (Legal wife of Takeda Yoshimune),en,daughter of ashikaga yoshiharu (legal wife of takeda yoshimune)
Q17993,Daughter of Ashikaga Yoshiharu (Legal wife of Miyoshi Yoshitsugu),en,Q28952,Daughter of Ashikaga Yoshiharu (Legal wife of Miyoshi Yoshitsugu),en,daughter of ashikaga yoshiharu (legal wife of miyoshi yoshitsugu)
Q17994,Daughter of Ashikaga Yoshiharu (Wife of Karasuma Mitsunobu),en,Q28956,Daughter of Ashikaga Yoshiharu (Wife of Karasuma Mitsunobu),en,daughter of ashikaga yoshiharu (wife of karasuma mitsunobu)
Q17995,Xiao Shi Cong Ju  (jin Shi Qing Yadoru Noniang ),en,Q28960,Xiao Shi Cong Ju  (jin Shi Qing Yadoru Noniang ),en,xiao shi cong ju (jin shi qing yadoru noniang )
Q17996,Zu Li Hui Ruo Wan,en,Q28964,Zu Li Hui Ruo Wan,en,zu li hui ruo wan
Q18000,Jian Ping Sheng Chun,en,Q28968,Jian Ping Sheng Chun,en,jian ping sheng chun
Q18002,Daughter of Kuga Michimoto (Wife of Saionji Sanenori),en,Q28972,Daughter of Kuga Michimoto (wife of Saionji Sanenori),en,daughter of kuga michimoto (wife of saionji sanenori)
Q18005,Gang Ye Fang Heng,en,Q28976,Gang Ye Fang Heng,en,gang ye fang heng
Q18008,Yuan Shan Jing Bao,en,Q28984,Yuan Shan Jing Bao,en,yuan shan jing bao
Q18009,Myōki,en,Q28988,Myōki,en,myōki
Q18009,Myōki,en,Q28988,Myōki,ro,myōki
Q18009,Myōki,en,Q28988,Myōki,fr,myōki
Q18014,Kōsa,en,Q29000,Kōsa,en,kōsa
Q18014,Kōsa,en,Q29000,Kōsa,es,kōsa
Q18014,Kōsa,en,Q29000,Kōsa,nl,kōsa
Q18014,Kōsa,en,Q29000,Kōsa,fr,kōsa
Q18014,Kōsa,en,Q29000,Kōsa,it,kōsa
Q18014,Kōsa,en,Q29000,Kōsa,ast,kōsa
Q18014,Kōsa,en,Q29000,Kōsa,vi,kōsa
Q18015,Kyōnyo,en,Q29004,Kyōnyo,en,kyōnyo
Q18015,Kyōnyo,en,Q29004,Kyōnyo,fr,kyōnyo
Q18015,Kyōnyo,en,Q29004,Kyōnyo,nl,kyōnyo
Q18015,Kyōnyo,en,Q29004,Kyōnyo,ast,kyōnyo
Q18015,Kyōnyo,en,Q29004,Kyōnyo,es,kyōnyo
Q18015,Kyōnyo,en,Q29004,Kyōnyo,pl,kyōnyo
Q18025,Yan Song Shou Chun,en,Q29008,Yan Song Shou Chun,en,yan song shou chun
Q18026,Qian Xie Ding Yin,en,Q29013,Qian Xie Ding Yin,en,qian xie ding yin
Q18027,Ōishi Naohisa,en,Q29017,Ōishi Naohisa,en,ōishi naohisa
Q18028,Shan Zhong Shi Lai,en,Q29021,Shan Zhong Shi Lai,en,shan zhong shi lai
Q18032,Ōinomikado Yorikuni,en,Q29029,Ōinomikado Yorikuni,en,ōinomikado yorikuni
Q18033,Ci Yun,en,Q29033,Ci Yun,en,ci yun
Q18034,Ōinomikado Tsunemitsu,en,Q29037,Ōinomikado Tsunemitsu,en,ōinomikado tsunemitsu
Q18035,Lai Jian,en,Q29041,Lai Jian,en,lai jian
Q18037,Daughter of Oinomikado Tsunetaka (second wife of Okubo Tadataka),en,Q29049,daughter of Oinomikado Tsunetaka (second wife of Okubo Tadataka),en,daughter of oinomikado tsunetaka (second wife of okubo tadataka)
Q18040,Ōkubo Tadataka,en,Q29061,Ōkubo Tadataka,en,ōkubo tadataka
Q18040,Ōkubo Tadataka,en,Q29061,Ōkubo Tadataka,ast,ōkubo tadataka
Q18040,Ōkubo Tadataka,en,Q29061,Ōkubo Tadataka,tr,ōkubo tadataka
Q18041,Chang Wei Jing Long,en,Q29065,Chang Wei Jing Long,en,chang wei jing long
Q18042,Ōida Kagekuni,en,Q29069,Ōida Kagekuni,en,ōida kagekuni
Q18042,Ōida Kagekuni,en,Q29069,Ōida Kagekuni,ast,ōida kagekuni
Q18042,Ōida Kagekuni,en,Q29069,Ōida Kagekuni,tr,ōida kagekuni
Q18043,Yu Jiang Zheng Hui,en,Q29073,Yu Jiang Zheng Hui,en,yu jiang zheng hui
Q18049,Kintō Yotsutsuji,en,Q29081,Kintō Yotsutsuji,en,kintō yotsutsuji
Q18049,Kintō Yotsutsuji,en,Q29081,Kintō Yotsutsuji,es,kintō yotsutsuji
Q18049,Kintō Yotsutsuji,en,Q29081,Kintō Yotsutsuji,ast,kintō yotsutsuji
Q18049,Kintō Yotsutsuji,en,Q29081,Kintō Yotsutsuji,vi,kintō yotsutsuji
Q18049,Kintō Yotsutsuji,en,Q29081,Kintō Yotsutsuji,tr,kintō yotsutsuji
Q18050,Zhu Xiong Jiao Li,en,Q29085,Zhu Xiong Jiao Li,en,zhu xiong jiao li
Q18054,Shozenin (Concubine of Uesugi Sadakatsu),en,Q29093,Shozenin (concubine of Uesugi Sadakatsu),en,shozenin (concubine of uesugi sadakatsu)
Q18056,Shang Shan De Ji,en,Q29097,Shang Shan De Ji,en,shang shan de ji
Q18058,Shang Shan Gui Ji,en,Q29105,Shang Shan Gui Ji,en,shang shan gui ji
Q18061,Shang Shan Xian Sheng,en,Q28486,Shang Shan Xian Sheng,en,shang shan xian sheng
Q18061,Shang Shan Xian Sheng,en,Q29113,Shang Shan Xian Sheng,en,shang shan xian sheng
Q18062,Ōta Sukeie,en,Q29117,Ōta Sukeie,en,ōta sukeie
Q18062,Ōta Sukeie,en,Q29117,Ōta Sukeie,de,ōta sukeie
Q18062,Ōta Sukeie,en,Q29117,Ōta Sukeie,nl,ōta sukeie
Q18062,Ōta Sukeie,en,Q29117,Ōta Sukeie,ast,ōta sukeie
Q18065,San Pu Heng Xu He Lian Xiu Noniang,en,Q29121,San Pu Heng Xu He Lian Xiu Noniang,en,san pu heng xu he lian xiu noniang
Q18070,Jia He Jie Teng Yuan Mou Noniang,en,Q29133,Jia He Jie Teng Yuan Mou Noniang,en,jia he jie teng yuan mou noniang
Q18071,Ōgimachisanjō Sanetomi,en,Q29137,Ōgimachisanjō Sanetomi,en,ōgimachisanjō sanetomi
Q18072,Sanjō Sanenori,en,Q29141,Sanjō Sanenori,en,sanjō sanenori
Q18072,Sanjō Sanenori,en,Q29141,Sanjō Sanenori,tr,sanjō sanenori
Q18073,Song Yin Ju Shi,en,Q29145,Song Yin Ju Shi,en,song yin ju shi
Q18075,Daughter of Kira Yoshimoto (wife of Ogasawara Nagataka),en,Q29153,Daughter of Kira Yoshimoto (wife of Ogasawara Nagataka),en,daughter of kira yoshimoto (wife of ogasawara nagataka)
Q18077,Daughter of the Takeda clan (mother of Ogasawara Nagataka),en,Q29157,Daughter of the Takeda clan (mother of Ogasawara Nagataka),en,daughter of the takeda clan (mother of ogasawara nagataka)
Q18081,Ti Dian Chang You,en,Q29161,Ti Dian Chang You,en,ti dian chang you
Q18085,Daughter of Nakamikado Nobutsuna (wife of Minagawa Hiroteru),en,Q29165,Daughter of Nakamikado Nobutsuna (wife of Minagawa Hiroteru),en,daughter of nakamikado nobutsuna (wife of minagawa hiroteru)
Q18087,Gan Lu Si Jun Chang,en,Q29173,Gan Lu Si Jun Chang,en,gan lu si jun chang
Q18088,Dong Fang Cheng Sheng Chang,en,Q29177,Dong Fang Cheng Sheng Chang,en,dong fang cheng sheng chang
Q18089,Zhong Yu Men Xuan Jiao,en,Q29181,Zhong Yu Men Xuan Jiao,en,zhong yu men xuan jiao
Q18091,Si Tiao Long Yi,en,Q29189,Si Tiao Long Yi,en,si tiao long yi
Q18092,Shan Ke Yan Guo,en,Q29193,Shan Ke Yan Guo,en,shan ke yan guo
Q18095,Ōi Nobutame,en,Q29205,Ōi Nobutame,en,ōi nobutame
Q18095,Ōi Nobutame,en,Q29205,Ōi Nobutame,ast,ōi nobutame
Q18095,Ōi Nobutame,en,Q29205,Ōi Nobutame,tr,ōi nobutame
Q18096,Xia Tiao Xin Shi,en,Q29209,Xia Tiao Xin Shi,en,xia tiao xin shi
Q18099,Ōi Nobunari,en,Q29213,Ōi Nobunari,en,ōi nobunari
Q18099,Ōi Nobunari,en,Q29213,Ōi Nobunari,ast,ōi nobunari
Q18099,Ōi Nobunari,en,Q29213,Ōi Nobunari,tr,ōi nobunari
Q18100,Ōi Nobutsune,en,Q29217,Ōi Nobutsune,en,ōi nobutsune
Q18100,Ōi Nobutsune,en,Q29217,Ōi Nobutsune,ast,ōi nobutsune
Q18100,Ōi Nobutsune,en,Q29217,Ōi Nobutsune,tr,ōi nobutsune
Q18101,Wu Teng Xin Yao,en,Q29221,Wu Teng Xin Yao,en,wu teng xin yao
Q18106,Qing Mu Ju Zhen,en,Q29229,Qing Mu Ju Zhen,en,qing mu ju zhen
Q18107,Nō-hime,en,Q29233,Nō-hime,en,nō-hime
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,en,mōri motokiyo
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,fr,mōri motokiyo
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,de,mōri motokiyo
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,nl,mōri motokiyo
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,ast,mōri motokiyo
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,es,mōri motokiyo
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,it,mōri motokiyo
Q18119,Mōri Motokiyo,en,Q29249,Mōri Motokiyo,tr,mōri motokiyo
Q18120,Song Tani Miao Shou,en,Q29253,Song Tani Miao Shou,en,song tani miao shou
Q18121,Shofukuin (concubine of Mori Hidemoto),en,Q29257,Shofukuin (concubine of Mori Hidemoto),en,shofukuin (concubine of mori hidemoto)
Q18122,Mao Li Song Ju Zi,en,Q29261,Mao Li Song Ju Zi,en,mao li song ju zi
Q18123,Mōri Mitsuhiro,en,Q29265,Mōri Mitsuhiro,en,mōri mitsuhiro
Q18125,Mao Li Qian Ju Zi,en,Q29273,Mao Li Qian Ju Zi,en,mao li qian ju zi
Q18126,Mao Li Mo Ju Zi,en,Q29277,Mao Li Mo Ju Zi,en,mao li mo ju zi
Q18127,Ming Gu Wu Gao Jiu,en,Q29281,Ming Gu Wu Gao Jiu,en,ming gu wu gao jiu
Q18128,Yang Yun Yuan,en,Q29285,Yang Yun Yuan,en,yang yun yuan
Q18130,Sen Ogong,en,Q29290,Sen Ogong,en,sen ogong
Q18132,Ōshima Chikataka,en,Q29294,Ōshima Chikataka,en,ōshima chikataka
Q18132,Ōshima Chikataka,en,Q29294,Ōshima Chikataka,ast,ōshima chikataka
Q18132,Ōshima Chikataka,en,Q29294,Ōshima Chikataka,tr,ōshima chikataka
Q18133,Kujō Yukiie,en,Q29298,Kujō Yukiie,en,kujō yukiie
Q18133,Kujō Yukiie,en,Q29298,Kujō Yukiie,fr,kujō yukiie
Q18133,Kujō Yukiie,en,Q29298,Kujō Yukiie,es,kujō yukiie
Q18133,Kujō Yukiie,en,Q29298,Kujō Yukiie,ast,kujō yukiie
Q18133,Kujō Yukiie,en,Q29298,Kujō Yukiie,nl,kujō yukiie
Q18133,Kujō Yukiie,en,Q29298,Kujō Yukiie,de,kujō yukiie
Q18133,Kujō Yukiie,en,Q29298,Kujō Yukiie,tr,kujō yukiie
Q18134,Nijō Yasumichi,en,Q29302,Nijō Yasumichi,en,nijō yasumichi
Q18134,Nijō Yasumichi,en,Q29302,Nijō Yasumichi,fr,nijō yasumichi
Q18134,Nijō Yasumichi,en,Q29302,Nijō Yasumichi,es,nijō yasumichi
Q18134,Nijō Yasumichi,en,Q29302,Nijō Yasumichi,nl,nijō yasumichi
Q18134,Nijō Yasumichi,en,Q29302,Nijō Yasumichi,de,nijō yasumichi
Q18134,Nijō Yasumichi,en,Q29302,Nijō Yasumichi,ast,nijō yasumichi
Q18134,Nijō Yasumichi,en,Q29302,Nijō Yasumichi,tr,nijō yasumichi
Q18135,Kujō Michifusa,en,Q29306,Kujō Michifusa,en,kujō michifusa
Q18135,Kujō Michifusa,en,Q29306,Kujō Michifusa,fr,kujō michifusa
Q18135,Kujō Michifusa,en,Q29306,Kujō Michifusa,es,kujō michifusa
Q18135,Kujō Michifusa,en,Q29306,Kujō Michifusa,nl,kujō michifusa
Q18135,Kujō Michifusa,en,Q29306,Kujō Michifusa,de,kujō michifusa
Q18135,Kujō Michifusa,en,Q29306,Kujō Michifusa,ast,kujō michifusa
Q18135,Kujō Michifusa,en,Q29306,Kujō Michifusa,tr,kujō michifusa
Q18138,Shan Yuan Yuan Qi Lang,en,Q29310,Shan Yuan Yuan Qi Lang,en,shan yuan yuan qi lang
Q18139,Sen Ume,en,Q29314,Sen Ume,en,sen ume
Q18140,Chikoin (second wife of Yamazaki Ieharu),en,Q29318,Chikoin (second wife of Yamazaki Ieharu),en,chikoin (second wife of yamazaki ieharu)
Q18141,daughter of Kinoshita Katsutoshi (wife of Ano Kinyo),en,Q29322,daughter of Kinoshita Katsutoshi (wife of Ano Kinyo),en,daughter of kinoshita katsutoshi (wife of ano kinyo)
Q18143,daughter of Asano Nagaaki (wife of Yasui Shigetsugu),en,Q29326,daughter of Asano Nagaaki (wife of Yasui Shigetsugu),en,daughter of asano nagaaki (wife of yasui shigetsugu)
Q18145,daughter of Matsudaira Iekiyo (wife of Asano Nagashige),en,Q29334,daughter of Matsudaira Iekiyo (wife of Asano Nagashige),en,daughter of matsudaira iekiyo (wife of asano nagashige)
Q18149,Ni Zi Xin An,en,Q29338,Ni Zi Xin An,en,ni zi xin an
Q18152,Han Xiao Yuan,en,Q29342,Han Xiao Yuan,en,han xiao yuan
Q18157,Yōtoku-in,en,Q29346,Yōtoku-in,en,yōtoku-in
Q18157,Yōtoku-in,en,Q29346,Yōtoku-in,ast,yōtoku-in
Q18157,Yōtoku-in,en,Q29346,Yōtoku-in,vi,yōtoku-in
Q18158,daughter of Oda Tatsukatsu (wife of Oda Nobuhide),en,Q29350,daughter of Oda Tatsukatsu (wife of Oda Nobuhide),en,daughter of oda tatsukatsu (wife of oda nobuhide)
Q18159,daughter of Oda Toshinobu (concubine of Oda Nobuhide),en,Q29354,daughter of Oda Toshinobu (concubine of Oda Nobuhide),en,daughter of oda toshinobu (concubine of oda nobuhide)
Q18163,Nai Fu Dian,en,Q29358,Nai Fu Dian,en,nai fu dian
Q18164,Yuan Shan Zhi Lian Fu Ren,en,Q29362,Yuan Shan Zhi Lian Fu Ren,en,yuan shan zhi lian fu ren
Q18165,Dan Yu Shi Sheng Ji Shi,en,Q29366,Dan Yu Shi Sheng Ji Shi,en,dan yu shi sheng ji shi
Q18166,Jin Tian Chu Yun Shou Shi,en,Q29370,Jin Tian Chu Yun Shou Shi,en,jin tian chu yun shou shi
Q18167,Zhai Teng Xiu Long Ce Shi,en,Q29374,Zhai Teng Xiu Long Ce Shi,en,zhai teng xiu long ce shi
Q18169,Shen Bao *dao Xie Fu Ren,en,Q29378,Shen Bao *dao Xie Fu Ren,en,shen bao *dao xie fu ren
Q18170,tenth daughter of Oda Nobuhide (wife of Iio Naokiyo),en,Q29382,tenth daughter of Oda Nobuhide (wife of Iio Naokiyo),en,tenth daughter of oda nobuhide (wife of iio naokiyo)
Q18171,Xiao Fan Dian,en,Q29386,Xiao Fan Dian,en,xiao fan dian
Q18172,Tu Tian Zheng Jiu,en,Q29390,Tu Tian Zheng Jiu,en,tu tian zheng jiu
Q18176,Xi Chuan Yuan Sheng,en,Q29394,Xi Chuan Yuan Sheng,en,xi chuan yuan sheng
Q18178,Gui Feng Yuan,en,Q29398,Gui Feng Yuan,en,gui feng yuan
Q18187,Zhi Tian Qi Tiao,en,Q29402,Zhi Tian Qi Tiao,en,zhi tian qi tiao
Q18190,Chai Tian Sheng Zhong,en,Q29406,Chai Tian Sheng Zhong,en,chai tian sheng zhong
Q18190,Chai Tian Sheng Zhong,en,Q37210,Chai Tian Sheng Zhong,en,chai tian sheng zhong
Q18191,Kyōgoku Magodōjimaru,en,Q29410,Kyōgoku Magodōjimaru,en,kyōgoku magodōjimaru
Q18191,Kyōgoku Magodōjimaru,en,Q29410,Kyōgoku Magodōjimaru,ast,kyōgoku magodōjimaru
Q18191,Kyōgoku Magodōjimaru,en,Q29410,Kyōgoku Magodōjimaru,es,kyōgoku magodōjimaru
Q18191,Kyōgoku Magodōjimaru,en,Q29410,Kyōgoku Magodōjimaru,tr,kyōgoku magodōjimaru
Q18192,daughter of Saito Myojun (wife of Kyogoku Takakiyo),en,Q29414,Daughter of Saito Myojun (wife of Kyogoku Takakiyo),en,daughter of saito myojun (wife of kyogoku takakiyo)
Q18193,Wen Ying Ni,en,Q29418,Wen Ying Ni,en,wen ying ni
Q18195,Mōri Hideyori,en,Q29426,Mōri Hideyori,en,mōri hideyori
Q18196,Kyōgoku Takakuni,en,Q29430,Kyōgoku Takakuni,en,kyōgoku takakuni
Q18196,Kyōgoku Takakuni,en,Q29430,Kyōgoku Takakuni,ast,kyōgoku takakuni
Q18196,Kyōgoku Takakuni,en,Q29430,Kyōgoku Takakuni,es,kyōgoku takakuni
Q18196,Kyōgoku Takakuni,en,Q29430,Kyōgoku Takakuni,tr,kyōgoku takakuni
Q18197,Yang Xian Yuan  (jing Ji Gao Guang Nochang Nu ),en,Q29434,Yang Xian Yuan  (jing Ji Gao Guang Nochang Nu ),en,yang xian yuan (jing ji gao guang nochang nu )
Q18199,Hachijō Toshihito,en,Q29442,Hachijō Toshihito,en,hachijō toshihito
Q18199,Hachijō Toshihito,en,Q29442,Hachijō Toshihito,es,hachijō toshihito
Q18199,Hachijō Toshihito,en,Q29442,Hachijō Toshihito,fr,hachijō toshihito
Q18199,Hachijō Toshihito,en,Q29442,Hachijō Toshihito,it,hachijō toshihito
Q18199,Hachijō Toshihito,en,Q29442,Hachijō Toshihito,nl,hachijō toshihito
Q18199,Hachijō Toshihito,en,Q29442,Hachijō Toshihito,de,hachijō toshihito
Q18199,Hachijō Toshihito,en,Q29442,Hachijō Toshihito,tr,hachijō toshihito
Q18200,Hachijō-no-miya Toshitada-shinnō,en,Q29446,Hachijō-no-miya Toshitada-shinnō,en,hachijō-no-miya toshitada-shinnō
Q18200,Hachijō-no-miya Toshitada-shinnō,en,Q29446,Hachijō-no-miya Toshitada-shinnō,ast,hachijō-no-miya toshitada-shinnō
Q18200,Hachijō-no-miya Toshitada-shinnō,en,Q29446,Hachijō-no-miya Toshitada-shinnō,es,hachijō-no-miya toshitada-shinnō
Q18200,Hachijō-no-miya Toshitada-shinnō,en,Q29446,Hachijō-no-miya Toshitada-shinnō,tr,hachijō-no-miya toshitada-shinnō
Q18201,Zhu Guang Yuan  (xi Ben Yuan Si Liang Ru Noji Shi ),en,Q29450,Zhu Guang Yuan  (xi Ben Yuan Si Liang Ru Noji Shi ),en,zhu guang yuan (xi ben yuan si liang ru noji shi )
Q18202,Ryōshō-nyūdōshinnō,en,Q29454,Ryōshō-nyūdōshinnō,en,ryōshō-nyūdōshinnō
Q18202,Ryōshō-nyūdōshinnō,en,Q29454,Ryōshō-nyūdōshinnō,ast,ryōshō-nyūdōshinnō
Q18203,Cheng Tian Qin Tai,en,Q29458,Cheng Tian Qin Tai,en,cheng tian qin tai
Q18204,Cheng Tian Chang Zhong,en,Q29462,Cheng Tian Chang Zhong,en,cheng tian chang zhong
Q18205,Xiao Shan Xiu Gang,en,Q29466,Xiao Shan Xiu Gang,en,xiao shan xiu gang
Q18213,Xiang Ma Yu Bei,en,Q29470,Xiang Ma Yu Bei,en,xiang ma yu bei
Q18214,Īzaka Muneyasu,en,Q29474,Īzaka Muneyasu,en,īzaka muneyasu
Q18217,Yi Da Zong Chun,en,Q29478,Yi Da Zong Chun,en,yi da zong chun
