# Japanese GEDCOM ID to Wikibase QID Mapping
# Generated by japanese_repair_upload.py

# Properties
birth_date	P7
child	P20
death_date	P8
full_name	P5
gedcom_refn	P41
given_name	P3
sex	P11
spouse	P42
surname	P4

# Individuals
@I11585@	Q29294
@I11586@	Q29298
@I11587@	Q29302
@I11588@	Q29306
@I11591@	Q29310
@I11592@	Q29314
@I11593@	Q29318
@I11594@	Q29322
@I11596@	Q29326
@I11597@	Q29330
@I11598@	Q29334
@I11602@	Q29338
@I11605@	Q29342
@I11610@	Q29346
@I11611@	Q29350
@I11612@	Q29354
@I11616@	Q29358
@I11617@	Q29362
@I11618@	Q29366
@I11619@	Q29370
@I11620@	Q29374
@I11622@	Q29378
@I11623@	Q29382
@I11624@	Q29386
@I11625@	Q29390
@I11629@	Q29394
@I11631@	Q29398
@I11640@	Q29402
@I11643@	Q29406
@I11644@	Q29410
@I11645@	Q29414
@I11646@	Q29418
@I11647@	Q29422
@I11648@	Q29426
@I11649@	Q29430
@I11650@	Q29434
@I11651@	Q29438
@I11652@	Q29442
@I11653@	Q29446
@I11654@	Q29450
@I11655@	Q29454
@I11656@	Q29458
@I11657@	Q29462
@I11658@	Q29466
@I11666@	Q29470
@I11667@	Q29474
@I11670@	Q29478
@I11673@	Q29482
@I11674@	Q29486
@I11675@	Q29490
@I11676@	Q29494
@I11677@	Q29498
@I11682@	Q29502
@I11684@	Q29506
@I11685@	Q29510
@I11689@	Q29514
@I11692@	Q29518
@I11693@	Q29522
@I11700@	Q29526
@I11701@	Q29531
@I11702@	Q29535
@I11705@	Q29539
@I11707@	Q29543
@I11708@	Q29547
@I11709@	Q29551
@I11711@	Q29555
@I11713@	Q29559
@I11715@	Q29563
@I11716@	Q29567
@I11717@	Q29571
@I11718@	Q29575
@I11719@	Q29579
@I11721@	Q29583
@I11722@	Q29587
@I11723@	Q29591
@I11724@	Q29595
@I11725@	Q29599
@I11727@	Q29603
@I11728@	Q29607
@I11729@	Q29611
@I11730@	Q29615
@I11731@	Q29619
@I11734@	Q29623
@I11735@	Q29627
@I11736@	Q29631
@I11739@	Q29635
@I11741@	Q29639
@I11748@	Q29643
@I11749@	Q29647
@I11750@	Q29651
@I11755@	Q29655
@I11756@	Q29659
@I11757@	Q29663
@I11758@	Q29667
@I11761@	Q29671
@I11762@	Q29675
@I11763@	Q29679
@I11764@	Q29683
@I11765@	Q29687
@I11766@	Q29691
@I11767@	Q29695
@I11768@	Q29699
@I11769@	Q29703
@I11770@	Q29707
@I11771@	Q29711
@I11772@	Q29715
@I11773@	Q29719
@I11774@	Q29723
@I11777@	Q29727
@I11778@	Q29731
@I11781@	Q29735
@I11783@	Q29739
@I11784@	Q29744
@I11785@	Q29748
@I11787@	Q29752
@I11788@	Q29756
@I11789@	Q29760
@I11790@	Q29764
@I11791@	Q29768
@I11792@	Q29772
@I11794@	Q29776
@I11797@	Q29780
@I11801@	Q29784
@I11802@	Q29788
@I11803@	Q29792
@I11804@	Q29796
@I11805@	Q29800
@I11806@	Q29804
@I11807@	Q29808
@I11808@	Q29812
@I11809@	Q29816
@I11814@	Q29820
@I11815@	Q29824
@I11816@	Q29828
@I11817@	Q29832
@I11818@	Q29836
@I11824@	Q29840
@I11828@	Q29844
@I11831@	Q29848
@I11832@	Q29852
@I11833@	Q29856
@I11834@	Q29860
@I11839@	Q29864
@I11840@	Q29868
@I11842@	Q29872
@I11843@	Q29876
@I11844@	Q29880
@I11845@	Q29884
@I11847@	Q29887
@I11849@	Q29891
@I11851@	Q29895
@I11853@	Q29900
@I11854@	Q29904
@I11855@	Q29908
@I11857@	Q29912
@I11859@	Q29916
@I11860@	Q29920
@I11861@	Q29924
@I11863@	Q29928
@I11864@	Q29932
@I11865@	Q29936
@I11866@	Q29940
@I11868@	Q29944
@I11870@	Q29948
@I11873@	Q29952
@I11876@	Q29956
@I11877@	Q29960
@I11880@	Q29964
@I11883@	Q29968
@I11885@	Q29972
@I11889@	Q29976
@I11890@	Q29980
@I11892@	Q29984
@I11893@	Q29988
@I11894@	Q29992
@I11896@	Q29996
@I11898@	Q30000
@I11899@	Q30004
@I11901@	Q30009
@I11902@	Q30013
@I11903@	Q30017
@I11904@	Q30021
@I11910@	Q30025
@I11911@	Q30029
@I11912@	Q30033
@I11914@	Q30037
@I11915@	Q30041
@I11916@	Q30045
@I11917@	Q30049
@I11919@	Q30053
@I11920@	Q30057
@I11921@	Q30061
@I11922@	Q30065
@I11923@	Q30069
@I11925@	Q30073
@I11930@	Q30077
@I11931@	Q30081
@I11935@	Q30085
@I11936@	Q30089
@I11941@	Q30093
@I11942@	Q30098
@I11945@	Q30102
@I11949@	Q30106
@I11951@	Q30110
@I11953@	Q30114
@I11964@	Q30118
@I11966@	Q30122
@I11970@	Q30127
@I11974@	Q30131
@I11981@	Q30135
@I11984@	Q30139
@I11985@	Q30143
@I11987@	Q30147
@I11988@	Q30151
@I11989@	Q30155
@I11990@	Q30159
@I11991@	Q30163
@I11992@	Q30167
@I11993@	Q30171
@I11994@	Q30175
@I11998@	Q30179
@I11999@	Q30183
@I12000@	Q30187
@I12007@	Q30191
@I12008@	Q30195
@I12009@	Q30199
@I12010@	Q30203
@I12011@	Q30207
@I12014@	Q30211
@I12015@	Q30215
@I12016@	Q30219
@I12017@	Q30223
@I12018@	Q30227
@I12024@	Q30231
@I12026@	Q30235
@I12029@	Q30239
@I12030@	Q30243
@I12031@	Q30247
@I12032@	Q30251
@I12036@	Q30255
@I12037@	Q30259
@I12038@	Q30263
@I12041@	Q30267
@I12042@	Q30271
@I12044@	Q30275
@I12048@	Q30280
@I12050@	Q30284
@I12051@	Q30288
@I12055@	Q30292
@I12056@	Q30296
@I12057@	Q30300
@I12060@	Q30304
@I12061@	Q30308
@I12062@	Q30312
@I12063@	Q30316
@I12065@	Q30320
@I12066@	Q30324
@I12067@	Q30328
@I12068@	Q30332
@I12069@	Q30336
@I12070@	Q30340
@I12071@	Q30344
@I12072@	Q30348
@I12073@	Q30352
@I12074@	Q30356
@I12075@	Q30360
@I12079@	Q30364
@I12086@	Q30368
@I12087@	Q30372
@I12088@	Q30376
@I12090@	Q30380
@I12091@	Q30384
@I12092@	Q30388
@I12093@	Q30392
@I12094@	Q30396
@I12098@	Q30400
@I12103@	Q30404
@I12106@	Q30408
@I12110@	Q30412
@I12111@	Q30416
@I12112@	Q30420
@I12113@	Q30424
@I12114@	Q30428
@I12117@	Q30432
@I12118@	Q30436
@I12127@	Q30440
@I12129@	Q30444
@I12131@	Q30448
@I12134@	Q30452
@I12135@	Q30456
@I12136@	Q30460
@I12138@	Q30464
@I12139@	Q30468
@I12140@	Q30472
@I12143@	Q30476
@I12144@	Q30480
@I12145@	Q30484
@I12147@	Q30488
@I12149@	Q30492
@I12151@	Q30496
@I12153@	Q30500
@I12154@	Q30504
@I12155@	Q30508
@I12156@	Q30512
@I12157@	Q30516
@I12158@	Q30520
@I12159@	Q30524
@I12165@	Q30528
@I12166@	Q30532
@I12167@	Q30536
@I12168@	Q30540
@I12170@	Q30544
@I12172@	Q30548
@I12175@	Q30552
@I12176@	Q30556
@I12178@	Q30560
@I12179@	Q30565
@I12180@	Q30569
@I12181@	Q30573
@I12183@	Q30577
@I12186@	Q30581
@I12187@	Q30585
@I12188@	Q30589
@I12189@	Q30593
@I12191@	Q30597
@I12192@	Q30601
@I12193@	Q30605
@I12195@	Q30609
@I12196@	Q30613
@I12197@	Q30617
@I12199@	Q30621
@I12202@	Q30625
@I12203@	Q30629
@I12204@	Q30633
@I12205@	Q30637
@I12207@	Q30641
@I12213@	Q30645
@I12214@	Q30649
@I12215@	Q30653
@I12216@	Q30657
@I12217@	Q30661
@I12218@	Q30665
@I12223@	Q30669
@I12225@	Q30673
@I12226@	Q30677
@I12230@	Q30681
@I12232@	Q30685
@I12238@	Q30689
@I12239@	Q30693
@I12240@	Q30697
@I12241@	Q30701
@I12242@	Q30705
@I12245@	Q30709
@I12246@	Q30713
@I12247@	Q30717
@I12252@	Q30721
@I12261@	Q30726
@I12262@	Q30730
@I12263@	Q30734
@I12264@	Q30738
@I12266@	Q30742
@I12267@	Q30746
@I12269@	Q30750
@I12270@	Q30754
@I12272@	Q30758
@I12273@	Q30762
@I12274@	Q30766
@I12275@	Q30770
@I12276@	Q30774
@I12277@	Q30778
@I12278@	Q30782
@I12279@	Q30786
@I12281@	Q30790
@I12285@	Q30794
@I12286@	Q30798
@I12287@	Q30802
@I12289@	Q30806
@I12291@	Q30810
@I12292@	Q30814
@I12293@	Q30818
@I12294@	Q30822
@I12295@	Q30826
@I12296@	Q30830
@I12297@	Q30834
@I12298@	Q30838
@I12299@	Q30842
@I12300@	Q30846
@I12301@	Q30850
@I12302@	Q30854
@I12303@	Q30858
@I12308@	Q30862
@I12309@	Q30866
@I12310@	Q30870
@I12314@	Q30874
@I12315@	Q30878
@I12316@	Q30882
@I12317@	Q30886
@I12318@	Q30890
@I12319@	Q30894
@I12320@	Q30898
@I12321@	Q30902
@I12323@	Q30906
@I12324@	Q30910
@I12326@	Q30915
@I12329@	Q30919
@I12330@	Q30923
@I12331@	Q30927
@I12333@	Q30931
@I12336@	Q30935
@I12337@	Q30939
@I12342@	Q30943
@I12343@	Q30947
@I12351@	Q30951
@I12352@	Q30955
@I12353@	Q30959
@I12354@	Q30963
@I12355@	Q30967
@I12356@	Q30971
@I12357@	Q30975
@I12362@	Q30979
@I12363@	Q30983
@I12364@	Q30987
@I12366@	Q30991
@I12367@	Q30995
@I12368@	Q30999
@I12369@	Q31003
@I12370@	Q31007
@I12371@	Q31011
@I12372@	Q31015
@I12373@	Q31019
@I12374@	Q31023
@I12375@	Q31027
@I12376@	Q31031
@I12377@	Q31035
@I12378@	Q31039
@I12380@	Q31043
@I12383@	Q31047
@I12384@	Q31051
@I12385@	Q31055
@I12386@	Q31059
@I12387@	Q31063
@I12388@	Q31067
@I12389@	Q31071
@I12390@	Q31075
@I12395@	Q31079
@I12396@	Q31083
@I12397@	Q31087
@I12398@	Q31091
@I12399@	Q31095
@I12401@	Q31099
@I12403@	Q31103
@I12404@	Q31107
@I12405@	Q31111
@I12406@	Q31115
@I12407@	Q31119
@I12408@	Q31123
@I12410@	Q31127
@I12412@	Q31131
@I12414@	Q31135
@I12415@	Q31139
@I12416@	Q31143
@I12417@	Q31147
@I12418@	Q31151
@I12419@	Q31155
@I12420@	Q31159
@I12424@	Q31164
@I12425@	Q31168
@I12426@	Q31172
@I12427@	Q31176
@I12428@	Q31180
@I12429@	Q31184
@I12430@	Q31188
@I12431@	Q31192
@I12432@	Q31196
@I12433@	Q31200
@I12435@	Q31204
@I12436@	Q31208
@I12437@	Q31212
@I12438@	Q31216
@I12439@	Q31220
@I12440@	Q31224
@I12441@	Q31228
@I12444@	Q31232
@I12446@	Q31236
@I12447@	Q31240
@I12448@	Q31244
@I12449@	Q31248
@I12451@	Q31252
@I12455@	Q31256
@I12459@	Q31260
@I12460@	Q31264
@I12461@	Q31268
@I12462@	Q31272
@I12464@	Q31276
@I12466@	Q31280
@I12467@	Q31284
@I12469@	Q31288
@I12470@	Q31292
@I12472@	Q31296
@I12473@	Q31300
@I12474@	Q31304
@I12475@	Q31308
@I12476@	Q31312
@I12477@	Q31316
@I12478@	Q31320
@I12479@	Q31324
@I12480@	Q31328
@I12481@	Q31332
@I12484@	Q31336
@I12485@	Q31340
@I12486@	Q31345
@I12489@	Q31349
@I12490@	Q31353
@I12492@	Q31357
@I12496@	Q31361
@I12497@	Q31365
@I12499@	Q31369
@I12500@	Q31373
@I12501@	Q31377
@I12502@	Q31381
@I12503@	Q31385
@I12504@	Q31389
@I12505@	Q31393
@I12507@	Q31397
@I12508@	Q31401
@I12509@	Q31405
@I12510@	Q31409
@I12511@	Q31413
@I12512@	Q31417
@I12513@	Q31421
@I12514@	Q31425
@I12515@	Q31429
@I12516@	Q31433
@I12517@	Q31437
@I12519@	Q31441
@I12520@	Q31445
@I12523@	Q31449
@I12527@	Q31454
@I12528@	Q31458
@I12529@	Q31462
@I12530@	Q31466
@I12531@	Q31470
@I12532@	Q31474
@I12533@	Q31478
@I12534@	Q31482
@I12535@	Q31486
@I12536@	Q31490
@I12537@	Q31494
@I12538@	Q31498
@I12540@	Q31502
@I12541@	Q31506
@I12542@	Q31510
@I12543@	Q31514
@I12544@	Q31518
@I12545@	Q31522
@I12546@	Q31526
@I12547@	Q31530
@I12550@	Q31534
@I12551@	Q31538
@I12552@	Q31542
@I12553@	Q31546
@I12554@	Q31550
@I12555@	Q31554
@I12556@	Q31558
@I12557@	Q31562
@I12558@	Q31566
@I12559@	Q31570
@I12560@	Q31574
@I12561@	Q31578
@I12562@	Q31582
@I12563@	Q31586
@I12564@	Q31590
@I12565@	Q31594
@I12566@	Q31598
@I12567@	Q31602
@I12568@	Q31606
@I12569@	Q31610
@I12570@	Q31614
@I12571@	Q31618
@I12572@	Q31622
@I12573@	Q31626
@I12574@	Q31630
@I12577@	Q31634
@I12578@	Q31638
@I12579@	Q31642
@I12580@	Q31646
@I12581@	Q31650
@I12582@	Q31654
@I12583@	Q31658
@I12584@	Q31662
@I12585@	Q31666
@I12586@	Q31670
@I12587@	Q31674
@I12588@	Q31678
@I12589@	Q31682
@I12590@	Q31686
@I12591@	Q31690
@I12592@	Q31694
@I12593@	Q31698
@I12594@	Q31702
@I12595@	Q31706
@I12596@	Q31710
@I12597@	Q31714
@I12600@	Q31718
@I12601@	Q31722
@I12602@	Q31726
@I12603@	Q31730
@I12604@	Q31734
@I12605@	Q31738
@I12606@	Q31742
@I12609@	Q31746
@I12610@	Q31750
@I12612@	Q31754
@I12613@	Q31758
@I12614@	Q31762
@I12616@	Q31766
@I12622@	Q31770
@I12623@	Q31774
@I12624@	Q31778
@I12625@	Q31782
@I12626@	Q31786
@I12627@	Q31790
@I12628@	Q31794
@I12629@	Q31798
@I12630@	Q31802
@I12631@	Q31806
@I12632@	Q31810
@I12634@	Q31814
@I12636@	Q31818
@I12637@	Q31822
@I12638@	Q31826
@I12639@	Q31830
@I12640@	Q31834
@I12643@	Q31838
@I12645@	Q31842
@I12646@	Q31846
@I12650@	Q31850
@I12651@	Q31854
@I12653@	Q31858
@I12654@	Q31863
@I12656@	Q31867
@I12657@	Q31871
@I12658@	Q31875
@I12659@	Q31879
@I12660@	Q31883
@I12661@	Q31887
@I12662@	Q31891
@I12663@	Q31895
@I12664@	Q31899
@I12665@	Q31903
@I12667@	Q31907
@I12671@	Q31911
@I12675@	Q31915
@I12676@	Q31919
@I12677@	Q31923
@I12679@	Q31927
@I12680@	Q31931
@I12681@	Q31935
@I12682@	Q31939
@I12685@	Q31943
@I12687@	Q31947
@I12689@	Q31951
@I12692@	Q31955
@I12699@	Q31959
@I12709@	Q31963
@I12712@	Q31967
@I12714@	Q31971
@I12728@	Q31975
@I12749@	Q31979
@I12762@	Q31983
@I12763@	Q31987
@I12768@	Q31991
@I12770@	Q31995
@I12772@	Q31999
@I12773@	Q32003
@I12774@	Q32007
@I12776@	Q32011
@I12777@	Q32015
@I12778@	Q32019
@I12785@	Q32023
@I12786@	Q32027
@I12787@	Q32031
@I12793@	Q32035
@I12799@	Q32039
@I12802@	Q32043
@I12803@	Q32047
@I12811@	Q32051
@I12812@	Q32055
@I12819@	Q32059
@I12820@	Q32063
@I12822@	Q32067
@I12825@	Q32071
@I12826@	Q32075
@I12832@	Q32079
@I12838@	Q32083
@I12845@	Q32087
@I12866@	Q32091
@I12869@	Q32095
@I12877@	Q32099
@I12883@	Q32103
@I12887@	Q32108
@I12888@	Q32112
@I12905@	Q32116
@I12907@	Q32120
@I12908@	Q32124
@I12909@	Q32128
@I12910@	Q32132
@I12911@	Q32136
@I12912@	Q32140
@I12913@	Q32144
@I12914@	Q32148
@I12915@	Q32153
@I12916@	Q32157
@I12918@	Q32161
@I12919@	Q32165
@I12921@	Q32169
@I12922@	Q32172
@I12923@	Q32176
@I12924@	Q32180
@I12925@	Q32184
@I12926@	Q32188
@I12927@	Q32192
@I12928@	Q32196
@I12929@	Q32200
@I12930@	Q32204
@I12931@	Q32208
@I12932@	Q32212
@I12934@	Q32216
@I12935@	Q32220
@I12937@	Q32224
@I12938@	Q32228
@I12939@	Q32232
@I12941@	Q32236
@I12943@	Q32240
@I12945@	Q32244
@I12946@	Q32248
@I12950@	Q32252
@I12952@	Q32256
@I12953@	Q32261
@I12954@	Q32265
@I12955@	Q32269
@I12956@	Q32272
@I12958@	Q32276
@I12959@	Q32280
@I12960@	Q32284
@I12962@	Q32288
@I12964@	Q32292
@I12969@	Q32296
@I12970@	Q32300
@I12971@	Q32304
@I12972@	Q32308
@I12973@	Q32312
@I12976@	Q32316
@I12977@	Q32320
@I12982@	Q32324
@I12983@	Q32328
@I12985@	Q32332
@I12987@	Q32336
@I12988@	Q32340
@I12989@	Q32344
@I12991@	Q32348
@I12992@	Q32352
@I12993@	Q32356
@I12999@	Q32360
@I13000@	Q32364
@I13001@	Q32368
@I13003@	Q32372
@I13004@	Q32376
@I13005@	Q32380
@I13006@	Q32384
@I13007@	Q32388
@I13009@	Q32392
@I13010@	Q32396
@I13011@	Q32400
@I13014@	Q32404
@I13015@	Q32408
@I13016@	Q32412
@I13017@	Q32416
@I13018@	Q32420
@I13019@	Q32424
@I13020@	Q32428
@I13021@	Q32432
@I13022@	Q32436
@I13025@	Q32440
@I13026@	Q32444
@I13027@	Q32448
@I13028@	Q32452
@I13029@	Q32456
@I13032@	Q32460
@I13033@	Q32464
@I13034@	Q32468
@I13035@	Q32472
@I13036@	Q32476
@I13037@	Q32480
@I13040@	Q32485
@I13042@	Q32489
@I13043@	Q32493
@I13044@	Q32497
@I13045@	Q32501
@I13049@	Q32505
@I13050@	Q32509
@I13051@	Q32513
@I13054@	Q32517
@I13057@	Q32521
@I13058@	Q32525
@I13059@	Q32529
@I13061@	Q32533
@I13062@	Q32537
@I13063@	Q32541
@I13064@	Q32545
@I13065@	Q32549
@I13067@	Q32553
@I13068@	Q32557
@I13069@	Q32561
@I13070@	Q32565
@I13072@	Q32569
@I13074@	Q32573
@I13076@	Q32577
@I13077@	Q32581
@I13078@	Q32585
@I13079@	Q32589
@I13081@	Q32593
@I13089@	Q32597
@I13090@	Q32601
@I13091@	Q32605
@I13094@	Q32609
@I13095@	Q32613
@I13097@	Q32617
@I13098@	Q32621
@I13101@	Q32625
@I13102@	Q32629
@I13103@	Q32633
@I13104@	Q32637
@I13105@	Q32641
@I13107@	Q32645
@I13109@	Q32649
@I13111@	Q32653
@I13112@	Q32657
@I13113@	Q32661
@I13114@	Q32665
@I13115@	Q32669
@I13116@	Q32673
@I13117@	Q32677
@I13118@	Q32681
@I13119@	Q32685
@I13120@	Q32689
@I13121@	Q32693
@I13122@	Q32697
@I13126@	Q32701
@I13130@	Q32705
@I13132@	Q32709
@I13133@	Q32713
@I13134@	Q32717
@I13135@	Q32721
@I13136@	Q32725
@I13140@	Q32729
@I13141@	Q32733
@I13142@	Q32737
@I13147@	Q32741
@I13149@	Q32745
@I13150@	Q32749
@I13152@	Q32753
@I13153@	Q32757
@I13154@	Q32761
@I13155@	Q32765
@I13158@	Q32769
@I13159@	Q32773
@I13160@	Q32777
@I13161@	Q32781
@I13162@	Q32785
@I13165@	Q32789
@I13166@	Q32793
@I13168@	Q32797
@I13169@	Q32801
@I13171@	Q32805
@I13177@	Q32809
@I13180@	Q32814
@I13181@	Q32818
@I13182@	Q32822
@I13184@	Q32826
@I13185@	Q32830
@I13186@	Q32834
@I13187@	Q32838
@I13188@	Q32842
@I13189@	Q32846
@I13192@	Q32850
@I13193@	Q32854
@I13195@	Q32858
@I13196@	Q32862
@I13197@	Q32866
@I13199@	Q32870
@I13200@	Q32874
@I13201@	Q32878
@I13202@	Q32882
@I13203@	Q32886
@I13205@	Q32890
@I13206@	Q32894
@I13207@	Q32898
@I13208@	Q32902
@I13209@	Q32906
@I13213@	Q32910
@I13215@	Q32914
@I13216@	Q32918
@I13218@	Q32922
@I13219@	Q32926
@I13222@	Q32930
@I13226@	Q32934
@I13229@	Q32938
@I13230@	Q32942
@I13231@	Q32946
@I13233@	Q32950
@I13234@	Q32954
@I13237@	Q32958
@I13239@	Q32962
@I13240@	Q32966
@I13242@	Q32970
@I13247@	Q32974
@I13250@	Q32978
@I13251@	Q32982
@I13252@	Q32986
@I13253@	Q32990
@I13254@	Q32994
@I13256@	Q32998
@I13257@	Q33002
@I13258@	Q33006
@I13260@	Q33010
@I13262@	Q33014
@I13263@	Q33018
@I13264@	Q33022
@I13266@	Q33026
@I13267@	Q33030
@I13268@	Q33034
@I13269@	Q33038
@I13271@	Q33042
@I13272@	Q33046
@I13273@	Q33050
@I13274@	Q33054
@I13275@	Q33058
@I13276@	Q33062
@I13277@	Q33066
@I13279@	Q33070
@I13280@	Q33074
@I13281@	Q33078
@I13283@	Q33082
@I13286@	Q33086
@I13287@	Q33090
@I13288@	Q33094
@I13289@	Q33098
@I13290@	Q33102
@I13291@	Q33106
@I13293@	Q33110
@I13294@	Q33114
@I13298@	Q33118
@I13303@	Q33122
@I13305@	Q33126
@I13306@	Q33130
@I13307@	Q33134
@I13310@	Q33138
@I13311@	Q33142
@I13312@	Q33146
@I13313@	Q33150
@I13316@	Q33154
@I13317@	Q33158
@I13318@	Q33162
@I13319@	Q33166
@I13321@	Q33170
@I13325@	Q33174
@I13326@	Q33178
@I13327@	Q33182
@I13328@	Q33186
@I13329@	Q33190
@I13330@	Q33194
@I13331@	Q33198
@I13333@	Q33202
@I13336@	Q33206
@I13338@	Q33210
@I13339@	Q33214
@I13340@	Q33218
@I13341@	Q33222
@I13342@	Q33226
@I13344@	Q33230
@I13345@	Q33234
@I13346@	Q33238
@I13347@	Q33242
@I13348@	Q33246
@I13351@	Q33250
@I13352@	Q33254
@I13353@	Q33257
@I13354@	Q33261
@I13355@	Q33265
@I13357@	Q33269
@I13358@	Q33273
@I13359@	Q33277
@I13360@	Q33281
@I13361@	Q33285
@I13362@	Q33289
@I13363@	Q33293
@I13366@	Q33298
@I13367@	Q33302
@I13369@	Q33306
@I13371@	Q33310
@I13372@	Q33314
@I13375@	Q33318
@I13377@	Q33322
@I13378@	Q33326
@I13379@	Q33330
@I13380@	Q33334
@I13384@	Q33338
@I13388@	Q33342
@I13389@	Q33347
@I13390@	Q33351
@I13391@	Q33355
@I13392@	Q33359
@I13394@	Q33363
@I13395@	Q33367
@I13398@	Q33371
@I13399@	Q33375
@I13400@	Q33379
@I13401@	Q33383
@I13403@	Q33387
@I13404@	Q33391
@I13406@	Q33395
@I13407@	Q33399
@I13410@	Q33403
@I13411@	Q33407
@I13412@	Q33411
@I13413@	Q33415
@I13414@	Q33420
@I13415@	Q33424
@I13416@	Q33428
@I13417@	Q33432
@I13419@	Q33436
@I13423@	Q33440
@I13425@	Q33444
@I13428@	Q33448
@I13429@	Q33452
@I13430@	Q33456
@I13431@	Q33461
@I13434@	Q33465
@I13435@	Q33469
@I13436@	Q33473
@I13437@	Q33477
@I13440@	Q33481
@I13441@	Q33485
@I13442@	Q33489
@I13444@	Q33493
@I13445@	Q33497
@I13446@	Q33501
@I13447@	Q33505
@I13448@	Q33509
@I13450@	Q33513
@I13453@	Q33517
@I13454@	Q33521
@I13455@	Q33525
@I13456@	Q33529
@I13459@	Q33533
@I13464@	Q33537
@I13470@	Q33541
@I13476@	Q33545
@I13478@	Q33549
@I13479@	Q33553
@I13482@	Q33557
@I13484@	Q33561
@I13485@	Q33565
@I13488@	Q33569
@I13489@	Q33573
@I13490@	Q33577
@I13491@	Q33581
@I13493@	Q33585
@I13496@	Q33589
@I13497@	Q33593
@I13498@	Q33597
@I13499@	Q33601
@I13501@	Q33605
@I13502@	Q33609
@I13503@	Q33613
@I13504@	Q33617
@I13505@	Q33621
@I13506@	Q33625
@I13511@	Q33629
@I13512@	Q33633
@I13515@	Q33637
@I13516@	Q33641
@I13517@	Q33645
@I13518@	Q33649
@I13519@	Q33653
@I13520@	Q33657
@I13521@	Q33661
@I13523@	Q33665
@I13524@	Q33670
@I13525@	Q33674
@I13526@	Q33678
@I13527@	Q33682
@I13529@	Q33686
@I13530@	Q33690
@I13531@	Q33694
@I13532@	Q33698
@I13533@	Q33702
@I13534@	Q33706
@I13535@	Q33710
@I13536@	Q33714
@I13537@	Q33718
@I13540@	Q33722
@I13542@	Q33726
@I13545@	Q33730
@I13546@	Q33734
@I13547@	Q33738
@I13548@	Q33742
@I13551@	Q33746
@I13553@	Q33750
@I13558@	Q33754
@I13559@	Q33758
@I13560@	Q33762
@I13563@	Q33766
@I13565@	Q33770
@I13568@	Q33774
@I13569@	Q33778
@I13570@	Q33782
@I13571@	Q33786
@I13575@	Q33790
@I13578@	Q33794
@I13579@	Q33798
@I13583@	Q33802
@I13585@	Q33806
@I13586@	Q33810
@I13587@	Q33814
@I13589@	Q33818
@I13590@	Q33822
@I13592@	Q33826
@I13598@	Q33830
@I13607@	Q33834
@I13611@	Q33838
@I13612@	Q33842
@I13613@	Q33846
@I13614@	Q33850
@I13618@	Q33854
@I13623@	Q33858
@I13624@	Q33862
@I13627@	Q33866
@I13628@	Q33870
@I13629@	Q33874
@I13631@	Q33878
@I13632@	Q33882
@I13633@	Q33886
@I13634@	Q33890
@I13635@	Q33894
@I13636@	Q33899
@I13637@	Q33903
@I13638@	Q33907
@I13639@	Q33911
@I13640@	Q33915
@I13641@	Q33919
@I13642@	Q33924
@I13643@	Q33928
@I13644@	Q33932
@I13656@	Q33936
@I13661@	Q33940
@I13662@	Q33944
@I13663@	Q33948
@I13666@	Q33952
@I13673@	Q33956
@I13675@	Q33960
@I13676@	Q33964
@I13677@	Q33968
@I13678@	Q33972
@I13679@	Q33976
@I13681@	Q33980
@I13685@	Q33984
@I13687@	Q33988
@I13688@	Q33992
@I13690@	Q33996
@I13693@	Q34000
@I13694@	Q34004
@I13695@	Q34008
@I13696@	Q34012
@I13698@	Q34016
@I13700@	Q34020
@I13702@	Q34024
@I13703@	Q34028
@I13706@	Q34032
@I13707@	Q34036
@I13710@	Q34040
@I13711@	Q34044
@I13712@	Q34048
@I13713@	Q34052
@I13714@	Q34056
@I13716@	Q34060
@I13717@	Q34064
@I13718@	Q34068
@I13722@	Q34072
@I13723@	Q34076
@I13724@	Q34080
@I13725@	Q34084
@I13726@	Q34088
@I13727@	Q34092
@I13728@	Q34096
@I13729@	Q34100
@I13730@	Q34104
@I13731@	Q34108
@I13734@	Q34112
@I13737@	Q34116
@I13738@	Q34120
@I13739@	Q34124
@I13740@	Q34129
@I13741@	Q34133
@I13743@	Q34137
@I13744@	Q34141
@I13745@	Q34145
@I13749@	Q34149
@I13750@	Q34153
@I13751@	Q34157
@I13753@	Q34161
@I13754@	Q34165
@I13756@	Q34170
@I13757@	Q34174
@I13758@	Q34178
@I13759@	Q34182
@I13760@	Q34186
@I13761@	Q34190
@I13762@	Q34194
@I13764@	Q34198
@I13765@	Q34202
@I13766@	Q34206
@I13767@	Q34210
@I13770@	Q34214
@I13771@	Q34218
@I13772@	Q34222
@I13773@	Q34226
@I13774@	Q34230
@I13775@	Q34234
@I13776@	Q34238
@I13777@	Q34242
@I13782@	Q34246
@I13783@	Q34250
@I13788@	Q34254
@I13789@	Q34258
@I13790@	Q34262
@I13791@	Q34266
@I13792@	Q34270
@I13794@	Q34274
@I13795@	Q34278
@I13796@	Q34282
@I13798@	Q34286
@I13799@	Q34290
@I13801@	Q34294
@I13802@	Q34298
@I13803@	Q34302
@I13804@	Q34306
@I13805@	Q34310
@I13806@	Q34314
@I13810@	Q34318
@I13813@	Q34322
@I13814@	Q34326
@I13815@	Q34330
@I13816@	Q34334
@I13817@	Q34338
@I13819@	Q34342
@I13821@	Q34346
@I13823@	Q34350
@I13824@	Q34354
@I13828@	Q34358
@I13830@	Q34362
