qid,wikidata_qid,P7931,P6821,P8857,P7969,P9129,P3217,P6996,P2889,P4193,P535,P4108,P7352,P8094,P9644,P6192,P2503,P4116,P3051,P9195,P4620,P9280,P5452,P7434,P9495,P5871,P8462,P1185,P13492,P7929,P8143,P8356,P8172,P4963,P6303,P5259,P5324,P4819,P5316,P5536,P4820,P4638,P4159,P7607,P2949,P1819
Q149466,Q76286548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p66334.htm#i663335,,,,I00015412
Q149467,Q86647707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=ralph;n=fitzrandolph;oc=2,,,,,,,,,,,,,Ralph_Fitz_Ranulf_(2),,FitzRanulf-21,I00430238
Q149468,Q17426568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=robert;n=de nevill,,,,,,,,,,,,p1962.htm#i19615,Robert_de_Neville_(1),,Neville-52,I00164991
Q149469,Q75238203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p87.htm#i861,,,,
Q149470,Q75238204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p87.htm#i862,,,,
Q149471,Q75533342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p19903.htm#i199029,,,Tateshall-8,
Q149472,Q116028882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00543589
Q149473,Q98960284,,,,,,,,,,,,,,,,,,,,,,,,,,,111438,,,,,,,,,,,,,,,,,Vaux-317,I00510105
Q149474,Q76199350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p59878.htm#i598775,,,Vaux-114,
Q149475,Q98960289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00451666
Q149476,Q98960290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevers-1,I00451667
Q149477,Q116177412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00196925
Q149478,Q64565681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beauchamp-118,I00196924
Q149479,Q3142736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugh_de_Morville_(1),,,
Q149480,Q64566026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149481,Q64566516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149482,Q64566863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=maud;n=de+morville;,,,,,,,,,,,,,,,Morville-26,
Q149483,Q7287219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=ralph;n=basset;oc=3,,,,,,,,,,,,p46660.htm#i466591,Ralph_Basset_(1),,Basset-12,
Q149484,Q81058232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149485,Q61896416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=eustachia;n=basset;oc=1,,,,,,,,,,,,p414.htm#i4132,,,,I00140319
Q149486,Q81543342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malbank-7,
Q149487,Q18681526,,,,,,,,,,,,,,,,,,,,,,,,,,,907480,,p=philippa;n=basset,,,,,,,,,,,,p69040.htm#i690395,,,Basset-25,
Q149488,Q81069193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149489,Q81069674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=guy;n=de craon;oc=1,,,,,,,,,,,,,,,Craon-57,
Q149490,Q7351406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149491,Q109853182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basset-406,I00650813
Q149492,Q18576900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149493,Q18577128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunstanville-22,
Q149494,Q18526340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunstanville-33,
Q149495,Q76102505,,,,,,,,,,,,,,,,,,I3100,,,,,,,,,311092,,p=matthew;n=de lovaine;oc=1,,,,,,,,,,,,p53225.htm#i532246,Matthew_De_Lovaine_(1),,Louvain-24,I00477614
Q149496,Q76102506,,,,,,,,,,,,,,,,,,I3101,,,,,,,,,,,p=muriel;n=n,,,,,,,,,,,,p53225.htm#i532247,Muriel_Unknown_(2),,UNKNOWN-81909,I00477615
Q149497,Q3990748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=thomas;n=de beaumont le roger,,,,,,,,,,,,p69040.htm#i690396,"Thomas_de_Beaumont,_6th_Earl_of_Warwick_(1)",,Beaumont-701,I00370350
Q149498,Q1634646,,,,,,,,,,,,,,,,,,I5493,,,,,,,,,500159,,,,,,,,,,,,,,p40672.htm#i406713,Hugh_le_Despencer_(2),,Despenser-38,I00177426
Q149499,Q75248219,,,,,,,,,,,,,,,,,,,,,,,,,,,867217,,p=eleanor;n=le despencer,,,,,,,,,,,,p930.htm#i9298,Eleanor_Le_De_Spencer_(1),,Despenser-60,I00028694
Q149500,Q75925038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p40672.htm#i406712,,,Despenser-11,I00198205
Q149501,Q96075885,,,,,,,,,,,,,,,,,,I5499,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149502,Q6265477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p11859.htm#i118583,,,Beauchamp-3439,I00232100
Q149503,Q75400596,,,,,,,,,,,,,,,,,,I11326,,,,,,,,,,,,,,,,,,,,,,,p11861.htm#i118603,,,Bures-4,I00670622
Q149504,Q7357850,,,,,,,,,,,,,,,,,,,,,,,,,,,595726,,,,,,,,,,,,,,p11857.htm#i118562,Roger_Beauchamp_(17),,Beauchamp-203,I00029090
Q149505,Q75400598,,,,,,,,,,,,,,,,,,I11327,,,,,,,,,,,,,,,,,,,,,,,p11861.htm#i118604,,,Beauchamp-198,I00473275
Q149506,Q6265574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisle-132,I00462664
Q149507,Q18530699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=ralph;n=sudley,,,,,,,,,,,,p58844.htm#i588431,,,Sudeley-13,I00570528
Q149508,Q76183921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=imenia;n=n,,,,,,,,,,,,p58844.htm#i588432,,,Corbet-104,I00570529
Q149509,Q76183928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=bartholomew;n=sudley,,,,,,,,,,,,p58844.htm#i588437,,,Sudeley-10,I00486706
Q149510,Q75431371,,,,,,,,,,,,,,,,,,I5479,,,,,,,,,,,,,,,,,,,,,,,p13741.htm#i137410,,,Soddington-8,I00214358
Q149511,Q75475836,,,,,,,,,,,,,,,,,,I5474,,,,,,,,,,,,,,,,,,,,,,,p16527.htm#i165265|p21311.htm#i213101,,,Blount-78,I00214355
Q149512,Q75431368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13741.htm#i137408,,,Blount-123,
Q149513,Q75875520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p37298.htm#i372975,,,,
Q149514,Q96075879,,,,,,,,,,,,,,,,,,I5478,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149515,Q75558672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21197.htm#i211963,,,Blount-92,
Q149516,Q75558674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21197.htm#i211964,,,Odingsells-1,
Q149517,Q96075887,,,,,,,,,,,,,,,,,,I5500,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149518,Q96075888,,,,,,,,,,,,,,,,,,I5501,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149519,Q76372065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p71843.htm#i718422,,,Goushill-4,I00042725
Q149520,Q15623918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p71841.htm#i718409,,,Despenser-23,I00042727
Q149521,Q3432590,,,,,,,,,,,,,,,,,,,,,,,,,,,595760,,,,,,,,,,,,,,p2644.htm#i26435,,,Despenser-28,I00113940
Q149522,Q5363805,,,,,,,,,,,,,,,,,,I5635,,,,,,,,,,,,,,,,,,,,,,,p2570.htm#i25698,Elizabeth_le_Despenser_(2),,Despenser-2,I00027821
Q149523,Q72375951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p41164.htm#i411638,,,,
Q149524,Q72375977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149525,Q4502673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p2643.htm#i26430,Hugh_le_Despencer_(3),,Despenser-47,I00399138
Q149526,Q6077837,,,,,,,,,,,,,,,,,,I3950,,,,,,,,,,,p=isabel;n=le despencer;oc=2,,,,,,,,,,,,p11649.htm#i116489,Isabel_le_Despenser_(3),,Despenser-7,I00108700
Q149527,Q116054265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00613650
Q149528,Q69787886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=thomas;n=leyburn,,,,,,,,,,,,p13794.htm#i137932,Thomas_De_Leyburn_(1),,Leybourne-13,I00026585
Q149529,Q20752960,,,,,,,,,,,,,,,,,,I4761,,,,,,,,,,,p=william;n=la zouche;oc=10,,,,,,,,,,,,p10693.htm#i106928,William_De_Mortimer_(4),,Mortimer-623,I00026586
Q149530,Q75401020,,,,,,,,,,,,,,,,,,I4759,,,,,,,,,,,,,,,,,,,,,,,p11886.htm#i118855,,,Zouche-23,I00262807
Q149531,Q76100974,,,,,,,,,,,,,,,,,,,,,,,,,,,488767,,,,,,,,,,,,,,p53114.htm#i531133,,,Zouche-152,
Q149532,Q945379,,,,,,,,,,,,,,,,,,I11310,,,,,,,,,,,,,,,,,,,,,,,p349.htm#i3484,Thomas_de_Beauchamp_(2),,Beauchamp-230,I00101305
Q149533,Q7184742,,,,,,,,,,,,,,,,,,I2405,,,,,,,,,,,,,,,,,,,,,,,p6.htm#i51,Philippa_de_Beauchamp_(1),,Beauchamp-66,I00026568
Q149534,Q8020750,,,,,,,,,,,,,,,,,,I2408,,,,,,,,,1308222,,p=william;n=de beauchamp;oc=1,,,,,,,,,,,,p1452.htm#i14519,William_de_Beauchamp_(4),,Beauchamp-62,I00037954
Q149535,Q56373638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p17626.htm#i176256,,,Beauchamp-1344,I00028356
Q149536,Q42887228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72106.htm#i721059,,,,I00510264
Q149537,Q75612608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p24465.htm#i244647,,,,
Q149538,Q75397913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p11698.htm#i116980,,,Beauchamp-98,
Q149539,Q75400649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p11864.htm#i118637,,,Beauchamp-234,I00510272
Q149540,Q76154609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p56831.htm#i568308,,,Beauchamp-133,I00101313
Q149541,Q76375348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72107.htm#i721069,,,,
Q149542,Q76375352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72108.htm#i721072,,,,I00510267
Q149543,Q76375353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72108.htm#i721073,,,,
Q149544,Q76375354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72108.htm#i721074,,,,I00510274
Q149545,Q76375356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72108.htm#i721076,,,,
Q149546,Q76375357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72108.htm#i721077,,,,I00510278
Q149547,Q76375358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72108.htm#i721078,,,,I00510279
Q149548,Q61911535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3200.htm#i31995,,,Astley-27,I00101330
Q149549,Q61911200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3212.htm#i32112,,,Astley-9,I00101332
Q149550,Q75757846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p31887.htm#i318866,,,Astley-137,I00029027
Q149551,Q106509759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astley-5,I00385476
Q149552,Q18527126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p22801.htm#i228006,,,Say-80,I00101317
Q149553,Q75586843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p22801.htm#i228007,,,,I00101319
Q149554,Q75791702,,,,,,,,,,,,,,,,,,,,,,,,,,,622238,,p=joan;n=de saye,,,,,,,,,,,,p33615.htm#i336150,Joan_de_Say_(1),,Saye-10,I00038362
Q149555,Q75791721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p33616.htm#i336160,,,,
Q149556,Q75386935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10697.htm#i106967,,,,
Q149557,Q76375361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72108.htm#i721080,,,,
Q149558,Q76375364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72109.htm#i721082,,,,
Q149559,Q76375366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p72109.htm#i721084,,,,
Q149560,Q5550208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p40594.htm#i405937,,,Furnival-21,I00466610
Q149561,Q75923589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p40594.htm#i405938,,,Luvetot-2,I00466611
Q149562,Q75923547,,,,,,,,,,,,,,,,,,,,,,,,,,,500163,,,,,,,,,,,,,,p40592.htm#i405917,,,Furnival-10,I00198206
Q149563,Q76298195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p67137.htm#i671362,,,,
Q149564,Q76278510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p65815.htm#i658149,,,,
Q149565,Q61911588,,,,,,,,,,,,,,,,,,,,,,,,,,,530867,,p=isabelle;n=de canville,,,,,,,,,,,,p59997.htm#i599961,Isabel_De_Camville_(11)|Millicent_de_Camville_(1),,Camville-16,I00028889
Q149566,Q75870095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p36903.htm#i369029,John_De_Limesi_(1)|John_Limes_(1),,Limesi-9,I00028892
Q149567,Q3846903,,,,,,,,,,,,,,,,,,,,,,,,,,,907481,,p=margery;n=de beaumont le roger,,,,,,,,,,,,p69040.htm#i690397,"Margaret_de_Newburg,_7th_Countess_of_Warwick_(1)",,Beaumont-1205,I00397890
Q149568,Q75541492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p20352.htm#i203511,,,Carew-30,I00691582
Q149569,Q75541494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p20352.htm#i203512,,,Tuitt-1,I00684958
Q149570,Q75541499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p20352.htm#i203515,,,Martin-3554,I00684956
Q149571,Q75644789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p26767.htm#i267665,,,Carew-20,
Q149572,Q104033583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carew-34,I00672996
Q149573,Q76194700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p59569.htm#i595688,,,Mohun-57,I00125463
Q149574,Q75397092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=elizabeth;n=fitzalan;oc=2,,,,,,,,,,,,p11650.htm#i116492,Elizabeth_FitzAlan_(13),,FitzAlan-583,I00425701
Q149575,Q18528937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13998.htm#i139973,,,Carew-113,I00526027
Q149576,Q524817,,,,,,,,,,,,,,,,,,,,,,,,,,,926308,,p=john;n=comyn;oc=2,,,,,,,,,,,,p7225.htm#i72242,John_Comyn_(29),,Comyn-118,I00027691
Q149577,Q15710793,,,,,,,,,,,,,,,,,,,,,,,,,,,926311,,p=eleanor;n=de balliol,,,,,,,,,,,,p10530.htm#i105297,Eleanor_de_Balliol_(1),,Balliol-3,I00027687
Q149578,Q23614507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10700.htm#i106991,,,,I00106030
Q149579,Q76180049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p58586.htm#i585852,,,,
Q149580,Q75389426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10916.htm#i109154,,,Comyn-114,I00437393
Q149581,Q6130586,,,,,,,,LYS3-485,,,,,,,,,,I2333,,,,,,,,,,,,,,,,,,,,,,,p10694.htm#i106940,James_Butler_(122),,Butler-1160,I00126341
Q149582,Q2657771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21586.htm#i215860,John_Charleton_(3),,Cherleton-5,I00028781
Q149583,Q2657811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p2377.htm#i23763,John_Cherleton_(12),,Cherleton-13,I00384564
Q149584,Q5342275,,,,,,,,,,,,,,,,,,I5062,,,,,,,,,,,,,,,,,,,,,,,p10199.htm#i101987,Edward_Charleton_(2),,Cherleton-4,I00026757
Q149585,Q75387368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10733.htm#i107323,,,Grey-225,I00127845
Q149586,Q18528946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10733.htm#i107322,,,Grey-227,I00108550
Q149587,Q75561292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=richard;n=grey;oc=2,,,,,,,,,,,,p21344.htm#i213439,,,Grey-338,I00127847
Q149588,Q75239660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=anne;n=talbot;oc=1,,,,,,,,,,,,p198.htm#i1978,Anne_Talbot_(12),,Talbot-335,I00028652
Q149589,Q7329386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p1266.htm#i12651,,,,
Q149590,Q75765085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p32243.htm#i322423,,,,I00198884
Q149591,Q66212712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=gilbert;n=talbot,,,,,,,,,,,,p1228.htm#i12271,,,Talbot-349,I00246644
Q149592,Q561173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10761.htm#i107601,John_Talbot_(41),,Talbot-36,I00101406
Q149593,Q75567274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21688.htm#i216880,,,,
Q149594,Q75620333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p25026.htm#i250260,,,Poyntz-19,I00304747
Q149595,Q75620335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p25027.htm#i250262,,,,I00304748
Q149596,Q75620362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p25029.htm#i250282,,,Clanvowe-1,I00304727
Q149597,Q75620366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p25029.htm#i250285,,,Gyse-13,
Q149598,Q51864333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p25029.htm#i250283,,,Poyntz-16,I00304730
Q149599,Q51857826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21565.htm#i215641,,,Berkeley-773,
Q149600,Q75565156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21565.htm#i215642,,,,
Q149601,Q75565164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21565.htm#i215645,,,Berkeley-743,I00667058
Q149602,Q75565125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p21563.htm#i215623,,,,
Q149603,Q75431459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p13747.htm#i137463,,,,
Q149604,Q110622065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cadwgan-2,I00748549
Q149605,Q110622068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilcock-2,I00748540
Q149606,Q99084364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seymour-42,I00282620
Q149607,Q99068137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamage-9,I00282623
Q149608,Q116812188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkerolles-5,I00707488
Q149609,Q116812189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00707489
Q149610,Q76233814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p62474.htm#i624732,,,,
Q149611,Q19039845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p41644.htm#i416439,,,Stradling-358,I00700402
Q149612,Q75939753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p41644.htm#i416440,,,,I00700403
Q149613,Q75875908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p37327.htm#i373269,,,St._Barbe-2,I00319496
Q149614,Q18730241,,,,,,,,,,,,,,,,,,,,,,,,,,,1507935,,p=edward;n=stradling;oc=4,,,,,,,,,,,,p2378.htm#i23773,Edward_Stradling_(8),,Stradling-32,I00028595
Q149615,Q27990227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stradling-134,I00316192
Q149616,Q105805964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stradling-55,I00386664
Q149617,Q99083505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St_John-623,I00360161
Q149618,Q75387375,,,,,,,,,,,,,,,,,,I3711,,,,,,,,,,,,,,,,,,,,,,,p10734.htm#i107331,,,St_John-68,I00027664
Q149619,Q113301394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=findguala;n=macloghlan,,,,,,,,,,,,,Fiona_Ireland_(1),,,I00453271
Q149620,Q76319824,,,,,,,,,,,,,,,,,,,,,,,,,,,1325170,,p=cristina;n=of ross,,,,,,,,,,,,p68620.htm#i686195,Christina_De_Ross_(1),,Ross-989,I00453274
Q149621,Q266044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=magnus olavsson;n=av man,,,,,,,,,,,,p51068.htm#i510674,Magnus_Olafsson_(1),,Olafsen-27,I00453249
Q149622,Q3417501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rǫgnvaldr_Óláfsson_(1),,Olafsson-112,
Q149623,Q3127259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=harold;n=de man,,,,,,,,,,,,p11304.htm#i113036,Harald_I_Olafsson_(1),,Olofsson-113,I00453248
Q149624,Q967212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John_de_Courcy_(1),,Courcy-8,I00546840
Q149625,Q3127250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harald_II_(1),,,I00453275
Q149626,Q7795521,,,,,,,,,,,,,,,,,,,,,,,,,,,49263,,,,,,,,,,,,,,,,,Galloway-3571,I00395226
Q149627,Q99071692,,,,,,,,,,,,,,,,,,,,,,,,,,,645942,,,,,,,,,,,,,,,,,Ferch_Thomas-8,I00284680
Q149628,Q3398217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maredudd_ab_Owain_Glyndŵr_(1),,,
Q149629,Q5611979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruffudd_ab_Owain_Glyndŵr_(1),,Ab_Owain-13,
Q149630,Q5053950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p10727.htm#i107266,Catrin_ferch_Owain_Glyndŵr_(1),,Glendower-2,
Q149631,Q13128826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149632,Q4738713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alys_ferch_Owain_Glyndŵr_(1),,Ferch_Owain-24,I00259662
Q149633,Q5990162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q149634,Q75769360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=janet;n=fychan,,,,,,,,,,,,p32487.htm#i324868,,,Owain-71,I00232092
Q149635,Q75241252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p341.htm#i3406,,,Puleston-4,I00284688
Q149636,Q99068428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puleston-57,I00700017
Q149637,Q99070448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00701161
Q149638,Q105814299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00750175
Q149639,Q104038604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00699999
Q149640,Q110439571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00696194
Q149641,Q91205397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p=lowri;n=fychan,,,,,,,,,,,,,,,Ferch_Tudor-3,I00696148
Q149642,Q76273183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p65424.htm#i654233,"Adda_ab_Iorwerth_""Ddû""_(1)",,,I00706005
Q149643,Q116108905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00700335
Q149644,Q116477986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I00702220
Q149645,Q99156163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arderne-8,I00718017
