# Entities lacking both identifiers and family relationships
qid,english_label,english_description,has_p39_no_identifiers,has_p39_no_relatives
Q112309,,,No,No
Q112311,,,No,No
Q112313,,,No,No
Q112315,,,No,No
Q112317,,,No,No
Q112319,,,No,No
Q112321,,,No,No
Q112323,,,No,No
Q112325,,,No,No
Q112327,,,No,No
Q112329,,,No,No
Q112331,,,No,No
Q112333,,,No,No
Q112335,,,No,No
Q112337,,,No,No
Q112339,,,No,No
Q112341,,,No,No
Q112343,,,No,No
Q112345,,,No,No
Q112347,,,No,No
Q112349,,,No,No
Q112351,,,No,No
Q112353,,,No,No
Q112355,,,No,No
Q112357,,,No,No
Q112359,,,No,No
Q112361,,,No,No
Q112363,,,No,No
Q112365,,,No,No
Q112367,,,No,No
Q112369,,,No,No
Q11237,Abe no Munetō,,No,No
Q112371,,,No,No
Q112373,,,No,No
Q112375,,,No,No
Q112377,,,No,No
Q112379,,,No,No
Q11238,Aunt of Sasaki Hideyoshi (wife of Fujiwara Hidehira),,No,No
Q112381,,,No,No
Q112383,,,No,No
Q112385,,,No,No
Q112387,,,No,No
Q112389,,,No,No
Q11239,De Ni Gong,,No,No
Q112391,,,No,No
Q112393,,,No,No
Q112394,,,No,No
Q112395,,,No,No
Q112397,,,No,No
Q112399,,,No,No
Q1124,,,No,No
Q11240,Daughter of Nobuo Sato (wife of Fujiwara Hidehira),,No,No
Q112401,,,No,No
Q112403,,,No,No
Q112405,,,No,No
Q112407,,,No,No
Q112409,,,No,No
Q11241,Teng Yuan Guo Heng,,No,No
Q112411,,,No,No
Q112413,,,No,No
Q112415,,,No,No
Q112417,,,No,No
Q112419,,,No,No
Q112421,,,No,No
Q112423,,,No,No
Q112425,,,No,No
Q112427,,,No,No
Q112429,,,No,No
Q112431,,,No,No
Q112433,,,No,No
Q112435,,,No,No
Q112438,,,No,No
Q112439,,,No,No
Q112441,,,No,No
Q112443,,,No,No
Q112445,,,No,No
Q112447,,,No,No
Q112449,,,No,No
Q11245,Teng Yuan Tong Heng,,No,No
Q112451,,,No,No
Q112453,,,No,No
Q112455,,,No,No
Q112457,,,No,No
Q112459,,,No,No
Q11246,Teng Yuan Lai Heng,,No,No
Q112461,,,No,No
Q112463,,,No,No
Q112465,,,No,No
Q112467,,,No,No
Q11247,Yan Cheng Zhao Heng,,No,No
Q112471,,,No,No
Q112473,,,No,No
Q112475,,,No,No
Q112477,,,No,No
Q112479,,,No,No
Q11248,Ji Tian Jia Gan,,No,No
Q112481,,,No,No
Q112483,,,No,No
Q112485,,,No,No
Q112487,,,No,No
Q112489,,,No,No
Q11249,Lu Dao Zheng Gan,,No,No
Q112491,,,No,No
Q112495,,,No,No
Q112497,,,No,No
Q112499,,,No,No
Q112501,,,No,No
Q112503,,,No,No
Q112505,,,No,No
Q112507,,,No,No
Q112509,,,No,No
Q11251,Jin Zi Jia Fan,,No,No
Q112511,,,No,No
Q112513,,,No,No
Q112515,,,No,No
Q112517,,,No,No
Q112519,,,No,No
Q112521,,,No,No
Q112523,,,No,No
Q112525,,,No,No
Q112527,,,No,No
Q112529,,,No,No
Q112531,,,No,No
Q112533,,,No,No
Q112535,,,No,No
Q112537,,,No,No
Q112539,,,No,No
Q112541,,,No,No
Q112543,,,No,No
Q112545,,,No,No
Q112547,,,No,No
Q112549,,,No,No
Q11255,Bi Qi Ni Nosan Nu,,No,No
Q112551,,,No,No
Q112553,,,No,No
Q112555,,,No,No
Q112557,,,No,No
Q112559,,,No,No
Q11256,Hōjō Tokimasa,,No,No
Q112561,,,No,No
Q112563,,,No,No
Q112565,,,No,No
Q112567,,,No,No
Q112569,,,No,No
Q11257,Hōjō Munetoki,,No,No
Q112571,,,No,No
Q112573,,,No,No
Q112575,,,No,No
Q112577,,,No,No
Q112579,,,No,No
Q112581,,,No,No
Q112583,,,No,No
Q112585,,,No,No
Q112587,,,No,No
Q112589,,,No,No
Q11259,Hōjō Yoshitoki,,No,No
Q112591,,,No,No
Q112593,,,No,No
Q112595,,,No,No
Q112597,,,No,No
Q112599,,,No,No
Q1126,Unnamed clade H. erectus s.l.,,No,No
Q11260,Nisshō,,No,No
Q112601,,,No,No
Q112603,,,No,No
Q112605,,,No,No
Q112608,,,No,No
Q112610,,,No,No
Q112612,,,No,No
Q112614,,,No,No
Q112615,,,No,No
Q112617,,,No,No
Q112619,,,No,No
Q112621,,,No,No
Q112623,,,No,No
Q112625,,,No,No
Q112627,,,No,No
Q112629,,,No,No
Q11263,Sister of Hatano Yoshimichi (concubine of Minamoto Yoshitomo),,No,No
Q112631,,,No,No
Q112633,,,No,No
Q112635,,,No,No
Q112637,,,No,No
Q112639,,,No,No
Q112641,,,No,No
Q112643,,,No,No
Q112645,,,No,No
Q112647,,,No,No
Q112649,,,No,No
Q112651,,,No,No
Q112653,,,No,No
Q112655,,,No,No
Q112657,,,No,No
Q112659,,,No,No
Q11266,Ichijō Yoshiyasu,,No,No
Q112661,,,No,No
Q112663,,,No,No
Q112665,,,No,No
Q112667,,,No,No
Q112669,,,No,No
Q11267,Ichijō Takayoshi,,No,No
Q112671,,,No,No
Q112673,,,No,No
Q112675,,,No,No
Q112677,,,No,No
Q112679,,,No,No
Q11268,daughter of Ichijō Yoshiyasu,,No,No
Q112681,,,No,No
Q112684,,,No,No
Q112686,,,No,No
Q112688,,,No,No
Q11269,Yi Tiao Quan Zi,,No,No
Q112690,,,No,No
Q112692,,,No,No
Q112694,,,No,No
Q112696,,,No,No
Q112698,,,No,No
Q11270,Yi Tiao Bao Zi,,No,No
Q112700,,,No,No
Q112702,,,No,No
Q112704,,,No,No
Q112706,,,No,No
Q112708,,,No,No
Q112710,,,No,No
Q112712,,,No,No
Q112714,,,No,No
Q112716,,,No,No
Q112718,,,No,No
Q11272,Ichijō Yoshinari,,No,No
Q112720,,,No,No
Q112722,,,No,No
Q112724,,,No,No
Q112726,,,No,No
Q112728,,,No,No
Q112730,,,No,No
Q112732,,,No,No
Q112734,,,No,No
Q112736,,,No,No
Q112738,,,No,No
Q11274,Daughter of Ano Masanari (wife of Fujiwara no Kimisuke),,No,No
Q112740,,,No,No
Q112742,,,No,No
Q112744,,,No,No
Q112746,,,No,No
Q112748,,,No,No
Q112750,,,No,No
Q112752,,,No,No
Q112754,,,No,No
Q112756,,,No,No
Q112758,,,No,No
Q112760,,,No,No
Q112762,,,No,No
Q112764,,,No,No
Q112766,,,No,No
Q112768,,,No,No
Q112770,,,No,No
Q112772,,,No,No
Q112774,,,No,No
Q112776,,,No,No
Q112778,,,No,No
Q11278,Lang Nohu,,No,No
Q112780,,,No,No
Q112782,,,No,No
Q112784,,,No,No
Q112786,,,No,No
Q112788,,,No,No
Q112790,,,No,No
Q112792,,,No,No
Q112794,,,No,No
Q112796,,,No,No
Q112798,,,No,No
Q112800,,,No,No
Q112802,,,No,No
Q112804,,,No,No
Q112806,,,No,No
Q112808,,,No,No
Q11281,Yuan Fan Yuan,,No,No
Q112810,,,No,No
Q112812,,,No,No
Q112814,,,No,No
Q112816,,,No,No
Q112818,,,No,No
Q112820,,,No,No
Q112822,,,No,No
Q112824,,,No,No
Q112826,,,No,No
Q112828,,,No,No
Q11283,Xiang Shou Ji,,No,No
Q112830,,,No,No
Q112832,,,No,No
Q112834,,,No,No
Q112836,,,No,No
Q112838,,,No,No
Q11284,Ai Zhi Yi Cheng,,No,No
Q112840,,,No,No
Q112842,,,No,No
Q112844,,,No,No
Q112846,,,No,No
Q112848,,,No,No
Q11285,Hōjō Tokiko,,No,No
Q112850,,,No,No
Q112852,,,No,No
Q112854,,,No,No
Q112856,,,No,No
Q112858,,,No,No
Q11286,Hōjō Masanori,,No,No
Q112860,,,No,No
Q112862,,,No,No
Q112864,,,No,No
Q112866,,,No,No
Q112868,,,No,No
Q11287,Hōjō Tokifusa,,No,No
Q112870,,,No,No
Q112872,,,No,No
Q112874,,,No,No
Q112876,,,No,No
Q112878,,,No,No
Q112880,,,No,No
Q112882,,,No,No
Q112884,,,No,No
Q112886,,,No,No
Q112888,,,No,No
Q11289,Kondō Yoshishige,,No,No
Q112890,,,No,No
Q112892,,,No,No
Q112894,,,No,No
Q112896,,,No,No
Q112898,,,No,No
Q112900,,,No,No
Q112902,,,No,No
Q112904,,,No,No
Q112906,,,No,No
Q112908,,,No,No
Q11291,daughter of Masahiro (concubine of Minamoto no Yoriie),,No,No
Q112910,,,No,No
Q112912,,,No,No
Q112914,,,No,No
Q112916,,,No,No
Q112918,,,No,No
Q11292,daughter of Asuke Shigenaga (wife of Minamoto no Yoriie),,No,No
Q112920,,,No,No
Q112922,,,No,No
Q112924,,,No,No
Q112926,,,No,No
Q112928,,,No,No
Q112930,,,No,No
Q112932,,,No,No
Q112934,,,No,No
Q112936,,,No,No
Q112938,,,No,No
Q112940,,,No,No
Q112942,,,No,No
Q112944,,,No,No
Q112946,,,No,No
Q112948,,,No,No
Q112949,,,No,No
Q11295,Kugyō,,No,No
Q112950,,,No,No
Q112952,,,No,No
Q112954,,,No,No
Q112956,,,No,No
Q112958,,,No,No
Q112960,,,No,No
Q112962,,,No,No
Q112964,,,No,No
Q112966,,,No,No
Q112968,,,No,No
Q11297,Zengyō,,No,No
Q112970,,,No,No
Q112972,,,No,No
Q112974,,,No,No
Q112976,,,No,No
Q112978,,,No,No
Q11298,Bōmon Nobuko,,No,No
Q112980,,,No,No
Q112982,,,No,No
Q112984,,,No,No
Q112986,,,No,No
Q112988,,,No,No
Q112990,,,No,No
Q112992,,,No,No
Q112994,,,No,No
Q112996,,,No,No
Q112998,,,No,No
Q11300,Shinmyō,,No,No
Q113000,,,No,No
Q113002,,,No,No
Q113004,,,No,No
Q113006,,,No,No
Q113008,,,No,No
Q11301,Ōtomo Chikahide,,No,No
Q113010,,,No,No
Q113012,,,No,No
Q113014,,,No,No
Q113016,,,No,No
Q113018,,,No,No
Q11302,daughter of Otomo Yoshinao (wife of Hojo Asatoki),,No,No
Q113020,,,No,No
Q113022,,,No,No
Q113024,,,No,No
Q113026,,,No,No
Q113028,,,No,No
Q113030,,,No,No
Q113032,,,No,No
Q113033,,,No,No
Q113034,,,No,No
Q113036,,,No,No
Q113038,,,No,No
Q11304,Yi Wan Tian Shi Jing,,No,No
Q113040,,,No,No
Q113042,,,No,No
Q113044,,,No,No
Q113046,,,No,No
Q113048,,,No,No
Q113050,,,No,No
Q113052,,,No,No
Q113054,,,No,No
Q113056,,,No,No
Q113058,,,No,No
Q11306,daughter of Ipponbo Masahiro (wife of Miura Taneyoshi),,No,No
Q113060,,,No,No
Q113062,,,No,No
Q113064,,,No,No
Q113066,,,No,No
Q113068,,,No,No
Q11307,daughter of Miura Shigezumi or Miura Taneyoshi (wife of Hojo Masamura),,No,No
Q113070,,,No,No
Q113072,,,No,No
Q113074,,,No,No
Q113076,,,No,No
Q113078,,,No,No
Q11308,Ichijō Tadayori,,No,No
Q113080,,,No,No
Q113082,,,No,No
Q113084,,,No,No
Q113086,,,No,No
Q113088,,,No,No
Q11309,Hōjō Yasutoki,,No,No
Q113090,,,No,No
Q113092,,,No,No
Q113094,,,No,No
Q113096,,,No,No
Q113098,,,No,No
Q11310,Hōjō Tokiuji,,No,No
Q113100,,,No,No
Q113102,,,No,No
Q113104,,,No,No
Q113106,,,No,No
Q113108,,,No,No
Q113110,,,No,No
Q113112,,,No,No
Q113114,,,No,No
Q113116,,,No,No
Q113118,,,No,No
Q113120,,,No,No
Q113122,,,No,No
Q113124,,,No,No
Q113126,,,No,No
Q113128,,,No,No
Q11313,Mōri Suemitsu,,No,No
Q113130,,,No,No
Q113132,,,No,No
Q113134,,,No,No
Q113136,,,No,No
Q113138,,,No,No
Q113140,,,No,No
Q113142,,,No,No
Q113144,,,No,No
Q113146,,,No,No
Q113147,,,No,No
Q113148,,,No,No
Q11315,Hojo Tokinaga (Nagoshi Tokinaga),,No,No
Q113150,,,No,No
Q113152,,,No,No
Q113154,,,No,No
Q113156,,,No,No
Q113158,,,No,No
Q11316,Tu Wu Yi Cheng,,No,No
Q113160,,,No,No
Q113162,,,No,No
Q113164,,,No,No
Q113166,,,No,No
Q113168,,,No,No
Q113170,,,No,No
Q113172,,,No,No
Q113174,,,No,No
Q113176,,,No,No
Q113178,,,No,No
Q11318,Lu Ming Guang Sheng,,No,No
Q113180,,,No,No
Q113182,,,No,No
Q113184,,,No,No
Q113186,,,No,No
Q113188,,,No,No
Q11319,Zhu Miao Dai Jing Lian,,No,No
Q113190,,,No,No
Q113192,,,No,No
Q113194,,,No,No
Q113196,,,No,No
Q113198,,,No,No
Q11320,Bei Tian Guang Sheng,,No,No
Q113200,,,No,No
Q113202,,,No,No
Q113204,,,No,No
Q113206,,,No,No
Q113208,,,No,No
Q11321,Hui Jin Shi Lian,,No,No
Q113210,,,No,No
Q113212,,,No,No
Q113214,,,No,No
Q113216,,,No,No
Q113218,,,No,No
Q11322,Jia Na Shi Cun,,No,No
Q113220,,,No,No
Q113222,,,No,No
Q113224,,,No,No
Q113226,,,No,No
Q113228,,,No,No
Q11323,Jin Shang Sheng Yi,,No,No
Q113230,,,No,No
Q113232,,,No,No
Q113234,,,No,No
Q113236,,,No,No
Q113238,,,No,No
Q11324,Daughter of Taira Moritsuraji (wife of Fujiwara Sanetomo),,No,No
Q113240,,,No,No
Q113242,,,No,No
Q113244,,,No,No
Q113246,,,No,No
Q113248,,,No,No
Q11325,Daughter of Sahara Ietoraji (wife of Otomo Chikahide),,No,No
Q113250,,,No,No
Q113252,,,No,No
Q113254,,,No,No
Q113256,,,No,No
Q113258,,,No,No
Q11326,Daughter of Yokoyama Tokishige (concubine of Wada Yoshimori),,No,No
Q113260,,,No,No
Q113262,,,No,No
Q113264,,,No,No
Q113266,,,No,No
Q113268,,,No,No
Q113270,,,No,No
Q113272,,,No,No
Q113274,,,No,No
Q11331,He Tian Xiu Sheng,,No,No
Q11332,He Tian Yi Xin,,No,No
Q11333,Gao Jing Zhong Mao,,No,No
Q11334,Jin Cun Ni,,No,No
Q11335,Jia He Mei Yuan Guang,,No,No
Q11338,Daughter of Hatakeyama Shigenobu (wife of Kasai Kiyoshige),,No,No
Q113385,,,No,No
Q11339,Chang Ye Zhong Qing,,No,No
Q11340,Cen Shan Zhong Zong,,No,No
Q11341,Daughter of Adachi Tomoto (Wife of Hatakeyama Shigetada),,No,No
Q11342,Sixth daughter of Hojo Tokimasa (wife of Hatakeyama Shigetada later wife of Ashikaga Yoshizumi),,No,No
Q11345,Cen Shan Zhong Qing,,No,No
Q11346,Cen Shan Zhong Zheng,,No,No
Q11347,Lady Sadaku (wife of Shimazu Tadahisa),,No,No
Q11348,Daughter of Hatakeyama Shigetada (wife of Ashikaga Yoshizumi),,No,No
Q11349,Gong Zhi Yuan Zhong Jun,,No,No
Q1135,Adam Y Chromosomal Adam,,No,No
Q11351,Heng Shan Long Jian,,No,No
Q11353,Bo Duo Ye Zhong Jing,,No,No
Q11354,Guang Ze Shi Fang,,No,No
Q113548,,,No,No
Q11355,Bo Duo Ye Yi Zhi,,No,No
Q95152,,,No,No
Q95154,,,No,No
Q95156,,,No,No
Q95158,,,No,No
Q9516,Da Jiang Qing Yan,,No,No
Q95160,,,No,No
Q95162,,,No,No
Q95164,,,No,No
Q95166,,,No,No
Q95168,,,No,No
Q9517,Ōe no Masatoki,,No,No
Q95170,,,No,No
Q95172,,,No,No
Q95174,,,No,No
Q95176,,,No,No
Q95178,,,No,No
Q9518,Ōe no Mochitoki,,No,No
Q95180,,,No,No
Q95182,,,No,No
Q95184,,,No,No
Q95186,,,No,No
Q95188,,,No,No
Q9519,Ōe no Yoshitoki,,No,No
Q95190,,,No,No
Q95192,,,No,No
Q95194,,,No,No
Q95196,,,No,No
Q95198,,,No,No
Q952,Megalo Megaloptera (alderflies and allies),,No,No
Q95200,,,No,No
Q95202,,,No,No
Q95204,,,No,No
Q95206,,,No,No
Q95208,,,No,No
Q95210,,,No,No
Q95212,,,No,No
Q95214,,,No,No
Q95216,,,No,No
Q95218,,,No,No
Q95220,,,No,No
Q95222,,,No,No
Q95224,,,No,No
Q95226,,,No,No
Q95228,,,No,No
Q95230,,,No,No
Q95232,,,No,No
Q95234,,,No,No
Q95236,,,No,No
Q95238,,,No,No
Q95240,,,No,No
Q95242,,,No,No
Q95244,,,No,No
Q95246,,,No,No
Q95248,,,No,No
Q95250,,,No,No
Q95252,,,No,No
Q95254,,,No,No
Q95256,,,No,No
Q95258,,,No,No
Q95260,,,No,No
Q95262,,,No,No
Q95264,,,No,No
Q95266,,,No,No
Q95268,,,No,No
Q95270,,,No,No
Q95272,,,No,No
Q95274,,,No,No
Q95276,,,No,No
Q95278,,,No,No
Q95280,,,No,No
Q95282,,,No,No
Q95284,,,No,No
Q95286,,,No,No
Q95288,,,No,No
Q95290,,,No,No
Q95292,,,No,No
Q95294,,,No,No
Q95296,,,No,No
Q95298,,,No,No
Q953,Neuro Neuroptera (lacewings and allies),,No,No
Q95300,,,No,No
Q95302,,,No,No
Q95304,,,No,No
Q95306,,,No,No
Q95308,,,No,No
Q95310,,,No,No
Q95312,,,No,No
Q95314,,,No,No
Q95316,,,No,No
Q95318,,,No,No
Q95320,,,No,No
Q95322,,,No,No
Q95324,,,No,No
Q95326,,,No,No
Q95328,,,No,No
Q95330,,,No,No
Q95332,,,No,No
Q95334,,,No,No
Q95336,,,No,No
Q95338,,,No,No
Q95340,,,No,No
Q95342,,,No,No
Q95344,,,No,No
Q95346,,,No,No
Q95348,,,No,No
Q9535,Fujiwara no Takatō,,No,No
Q95350,,,No,No
Q95352,,,No,No
Q95354,,,No,No
Q95356,,,No,No
Q95358,,,No,No
Q95360,,,No,No
Q95362,,,No,No
Q95364,,,No,No
Q95366,,,No,No
Q95368,,,No,No
Q95370,,,No,No
Q95372,,,No,No
Q95374,,,No,No
Q95376,,,No,No
Q95378,,,No,No
Q9538,Daughter of Tachibana Hiki (wife of Minamoto Nobuaki),,No,No
Q95380,,,No,No
Q95382,,,No,No
Q95384,,,No,No
Q95386,,,No,No
Q95388,,,No,No
Q95390,,,No,No
Q95392,,,No,No
Q95393,,,No,No
Q95395,,,No,No
Q95397,,,No,No
Q95399,,,No,No
Q954,Coleo Coleoptera (beetles),,No,No
Q95401,,,No,No
Q95403,,,No,No
Q95405,,,No,No
Q95407,,,No,No
Q95409,,,No,No
Q9541,Yuan Guo Sheng,,No,No
Q95411,,,No,No
Q95413,,,No,No
Q95415,,,No,No
Q95417,,,No,No
Q95419,,,No,No
Q9542,Yuan Fang Guo,,No,No
Q95421,,,No,No
Q95423,,,No,No
Q95425,,,No,No
Q95427,,,No,No
Q95429,,,No,No
Q9543,Yuan Zhong Wen,,No,No
Q95431,,,No,No
Q95433,,,No,No
Q95435,,,No,No
Q95437,,,No,No
Q95439,,,No,No
Q95441,,,No,No
Q95443,,,No,No
Q95445,,,No,No
Q95447,,,No,No
Q95449,,,No,No
Q9545,Jian Yuan Dong Xuan,,No,No
Q95451,,,No,No
Q95453,,,No,No
Q95455,,,No,No
Q95457,,,No,No
Q95459,,,No,No
Q9546,Liang Zheng,,No,No
Q95461,,,No,No
Q95463,,,No,No
Q95465,,,No,No
Q95467,,,No,No
Q95469,,,No,No
Q9547,Daughter of Sugawara Masanori (wife of Sugawara Tamenori),,No,No
Q95471,,,No,No
Q95473,,,No,No
Q95475,,,No,No
Q95477,,,No,No
Q95479,,,No,No
Q95481,,,No,No
Q95482,,,No,No
Q95483,,,No,No
Q95484,,,No,No
Q95486,,,No,No
Q95488,,,No,No
Q95490,,,No,No
Q95492,,,No,No
Q95494,,,No,No
Q95496,,,No,No
Q95498,,,No,No
Q955,Strepsi Strepsiptera (twisted-wing parasites),,No,No
Q95500,,,No,No
Q95502,,,No,No
Q95504,,,No,No
Q95506,,,No,No
Q95509,,,No,No
Q95511,,,No,No
Q95513,,,No,No
Q95515,,,No,No
Q95517,,,No,No
Q95519,,,No,No
Q95521,,,No,No
Q95523,,,No,No
Q95525,,,No,No
Q95527,,,No,No
Q95529,,,No,No
Q95531,,,No,No
Q95533,,,No,No
Q95535,,,No,No
Q95537,,,No,No
Q95539,,,No,No
Q9554,Jian Yuan Shi Gang,,No,No
Q95541,,,No,No
Q95543,,,No,No
Q95545,,,No,No
Q95547,,,No,No
Q95549,,,No,No
Q95551,,,No,No
Q95553,,,No,No
Q95555,,,No,No
Q95557,,,No,No
Q95559,,,No,No
Q95561,,,No,No
Q95563,,,No,No
Q95565,,,No,No
Q95567,,,No,No
Q95569,,,No,No
Q95571,,,No,No
Q95573,,,No,No
Q95575,,,No,No
Q95577,,,No,No
Q95578,,,No,No
Q95580,,,No,No
Q95582,,,No,No
Q95584,,,No,No
Q95586,,,No,No
Q95588,,,No,No
Q95590,,,No,No
Q95592,,,No,No
Q95594,,,No,No
Q95596,,,No,No
Q95598,,,No,No
Q956,Amphiesmenoptera,,No,No
Q9560,Yuan Lai Zhen,,No,No
Q95600,,,No,No
Q95602,,,No,No
Q95604,,,No,No
Q95606,,,No,No
Q95608,,,No,No
Q9561,Daughter of Minamoto Mitsunaka (wife of Fujiwara no Yorichika),,No,No
Q95610,,,No,No
Q95612,,,No,No
Q95614,,,No,No
Q95616,,,No,No
Q95618,,,No,No
Q9562,Daughter of Minamoto Mitsunaka (wife of Fujiwara no Michitsuna),,No,No
Q95620,,,No,No
Q95622,,,No,No
Q95624,,,No,No
Q95626,,,No,No
Q95628,,,No,No
Q95630,,,No,No
Q95632,,,No,No
Q95634,,,No,No
Q95636,,,No,No
Q95638,,,No,No
Q95640,,,No,No
Q95642,,,No,No
Q95644,,,No,No
Q95646,,,No,No
Q95648,,,No,No
Q95650,,,No,No
Q95653,,,No,No
Q95655,,,No,No
Q95657,,,No,No
Q95659,,,No,No
Q95661,,,No,No
Q95663,,,No,No
Q95665,,,No,No
Q95667,,,No,No
Q95669,,,No,No
Q9567,Minamoto no Yoriki (Settsu Genji),,No,No
Q95671,,,No,No
Q95673,,,No,No
Q95675,,,No,No
Q95677,,,No,No
Q95679,,,No,No
Q95681,,,No,No
Q95683,,,No,No
Q95685,,,No,No
Q95687,,,No,No
Q95689,,,No,No
Q95691,,,No,No
Q95693,,,No,No
Q95695,,,No,No
Q95697,,,No,No
Q95699,,,No,No
Q957,Antliophora,,No,No
Q95701,,,No,No
Q95703,,,No,No
Q95705,,,No,No
Q95707,,,No,No
Q95709,,,No,No
Q9571,Eiju (Heian period),,No,No
Q95711,,,No,No
Q95713,,,No,No
Q95715,,,No,No
Q95717,,,No,No
Q95719,,,No,No
Q9572,Lai Zhao,,No,No
Q95721,,,No,No
Q95723,,,No,No
Q95725,,,No,No
Q95727,,,No,No
Q95729,,,No,No
Q9573,Daughter of Minamoto no Yorimitsu (wife of Oe no Kimisuke),,No,No
Q95731,,,No,No
Q95733,,,No,No
Q95735,,,No,No
Q95737,,,No,No
Q95739,,,No,No
Q95741,,,No,No
Q95743,,,No,No
Q95745,,,No,No
Q95747,,,No,No
Q95749,,,No,No
Q9575,daughter of Fujiwara no Korekaze (wife of Minamoto no Yorihira),,No,No
Q95751,,,No,No
Q95753,,,No,No
Q95755,,,No,No
Q95757,,,No,No
Q95759,,,No,No
Q9576,Yuan Zhong Ji,,No,No
Q95761,,,No,No
Q95763,,,No,No
Q95765,,,No,No
Q95767,,,No,No
Q95769,,,No,No
Q9577,daughter of Minamoto no Yorihira (wife of Fujiwara no Suenaka),,No,No
Q95771,,,No,No
Q95773,,,No,No
Q95775,,,No,No
Q95777,,,No,No
Q95779,,,No,No
Q95781,,,No,No
Q95783,,,No,No
Q95785,,,No,No
Q95787,,,No,No
Q95789,,,No,No
Q9579,Zhong Na Yan Nojun,,No,No
Q95791,,,No,No
Q95793,,,No,No
Q95795,,,No,No
Q95797,,,No,No
Q95799,,,No,No
Q958,Tricho Trichoptera (caddisflies),,No,No
Q9580,daughter of Fujiwara no Yoshitomo (wife of Fujiwara no Arikuni),,No,No
Q95801,,,No,No
Q95803,,,No,No
Q95805,,,No,No
Q95807,,,No,No
Q95809,,,No,No
Q9581,daughter of Echizen no Kami Shinari or Fujiwara no Yoshitomo (wife of Fujiwara no Arikuni),,No,No
Q95811,,,No,No
Q95813,,,No,No
Q95815,,,No,No
Q95817,,,No,No
Q95819,,,No,No
Q95821,,,No,No
Q95823,,,No,No
Q95825,,,No,No
Q95827,,,No,No
Q95829,,,No,No
Q9583,Teng Yuan Guang Ye,,No,No
Q95831,,,No,No
Q95833,,,No,No
Q95835,,,No,No
Q95837,,,No,No
Q95839,,,No,No
Q9584,daughter of Fujiwara no Arikuni (wife of Minamoto no Kensada),,No,No
Q95841,,,No,No
Q95843,,,No,No
Q95845,,,No,No
Q95847,,,No,No
Q95849,,,No,No
Q9585,Fujiwara no Sadatsugu (son of Fujiwara no Arikuni),,No,No
Q95851,,,No,No
Q95853,,,No,No
Q95855,,,No,No
Q95857,,,No,No
Q95859,,,No,No
Q9586,Teng Yuan Gong Ye,,No,No
Q95861,,,No,No
Q95863,,,No,No
Q95865,,,No,No
Q95867,,,No,No
Q95869,,,No,No
Q9587,Qi Qing,,No,No
Q95871,,,No,No
Q95873,,,No,No
Q95875,,,No,No
Q95877,,,No,No
Q95879,,,No,No
Q9588,You Qing,,No,No
Q95881,,,No,No
Q95883,,,No,No
Q95885,,,No,No
Q95887,,,No,No
Q95889,,,No,No
Q9589,Daughter of Fujiwara no Arikuni (concubine of Minamoto no Yorisada),,No,No
Q95891,,,No,No
Q95893,,,No,No
Q95895,,,No,No
Q95897,,,No,No
Q95899,,,No,No
Q959,"Lepido Lepidoptera (butterflies, moths)",,No,No
Q9590,Teng Yuan Jia Ye,,No,No
Q95901,,,No,No
Q95903,,,No,No
Q95905,,,No,No
Q95907,,,No,No
Q95909,,,No,No
Q95911,,,No,No
Q95913,,,No,No
Q95915,,,No,No
Q95917,,,No,No
Q95919,,,No,No
Q95921,,,No,No
Q95923,,,No,No
Q95925,,,No,No
Q95927,,,No,No
Q95929,,,No,No
Q9593,Daughter of Fujiwara no Iyori (concubine of Fujiwara no Tamemitsu),,No,No
Q95931,,,No,No
Q95933,,,No,No
Q95935,,,No,No
Q95937,,,No,No
Q95939,,,No,No
Q95941,,,No,No
Q95943,,,No,No
Q95945,,,No,No
Q95947,,,No,No
Q95949,,,No,No
Q95951,,,No,No
Q95953,,,No,No
Q95955,,,No,No
Q95957,,,No,No
Q95959,,,No,No
Q95961,,,No,No
Q95963,,,No,No
Q95965,,,No,No
Q95967,,,No,No
Q95969,,,No,No
Q95971,,,No,No
Q95973,,,No,No
Q95975,,,No,No
Q95977,,,No,No
Q95979,,,No,No
Q95981,,,No,No
Q95983,,,No,No
Q95985,,,No,No
Q95987,,,No,No
Q95989,,,No,No
Q95991,,,No,No
Q95993,,,No,No
Q95995,,,No,No
Q95997,,,No,No
Q95999,,,No,No
Q960,Dipt Diptera (true flies),,No,No
Q9600,Daughter of Fujiwara no Tamemitsu (wife of Fujiwara no Takaie),,No,No
Q96001,,,No,No
Q96003,,,No,No
Q96005,,,No,No
Q96007,,,No,No
Q96009,,,No,No
Q9601,Jinkō,,No,No
Q96011,,,No,No
Q96013,,,No,No
Q96015,,,No,No
Q96017,,,No,No
Q96019,,,No,No
Q96021,,,No,No
Q96023,,,No,No
Q96025,,,No,No
Q96027,,,No,No
Q96029,,,No,No
Q96031,,,No,No
Q96033,,,No,No
Q96035,,,No,No
Q96037,,,No,No
Q96039,,,No,No
Q96041,,,No,No
Q96043,,,No,No
Q96045,,,No,No
Q96047,,,No,No
Q96049,,,No,No
Q96051,,,No,No
Q96053,,,No,No
Q96055,,,No,No
Q96057,,,No,No
Q96059,,,No,No
Q9606,Jōjinajari no Haha,,No,No
Q96061,,,No,No
Q96063,,,No,No
Q96065,,,No,No
Q96067,,,No,No
Q96069,,,No,No
