id,label_en,translation
Q50164,Kumaravishnu II bin  Nandivarman I,Kumaravishnu II son of  Nandivarman I
Q50168,Satyaguna bin  Fulan,Satyaguna son of  Fulan
Q50172,Istri Satyaguna bint  Fulan,Istri Satyaguna daughter of  Fulan
Q50196,Darmawirya Dewawarman bin  Panglima Angkatan Laut Kerajaan Palawa,Darmawirya Dewawarman son of  Panglima Angkatan Laut Kerajaan Palawa
Q50200,Puan Putri Gamboh bint  Puan Seredang,Puan Putri Gamboh daughter of  Puan Seredang
Q50204,Kudungga Banabya bin  Attwangga,Kudungga Banabya son of  Attwangga
Q50208,Bima Digwijaya Satyaganapati bin  Ganayanadewa Linggabumi,Bima Digwijaya Satyaganapati son of  Ganayanadewa Linggabumi
Q50212,Perempuan India bint  Fulan,Perempuan India daughter of  Fulan
Q50216,Sri Ghandari Lengkaradewi bint  Ganayanadewa Linggabumi,Sri Ghandari Lengkaradewi daughter of  Ganayanadewa Linggabumi
Q50233,[18] NN (Adik Aki Sugiwanca) bin  Fulan,[18] NN (Adik Aki Sugiwanca) son of  Fulan
Q50237,[18] NN (Istri NN (Adik Aki Sugiwanca)) bint  Fulan,[18] NN (Istri NN (Adik Aki Sugiwanca)) daughter of  Fulan
Q50241,Nandivarman I bin  Skandavarman IV,Nandivarman I son of  Skandavarman IV
Q50245,NN (Wife of Nandivarman I) bint  Fulan,NN (Wife of Nandivarman I) daughter of  Fulan
Q50272,Panglima Angkatan Laut Kerajaan Palawa bin  Fulan,Panglima Angkatan Laut Kerajaan Palawa son of  Fulan
Q50276,Puan Seredang bin  Puan Tembayat,Puan Seredang son of  Puan Tembayat
Q50280,Istri Puan Seredang bint  Fulan,Istri Puan Seredang daughter of  Fulan
Q50284,[17] Attwangga bin  Mitrongga Lugubhumi,[17] Attwangga son of  Mitrongga Lugubhumi
Q50288,[17] NN (Putri India 1) bint  Fulan,[17] NN (Putri India 1) daughter of  Fulan
Q50292,Putri India bint  Fulan,Putri India daughter of  Fulan
Q50296,Ganayanadewa Linggabumi bin  Darmasatyajaya,Ganayanadewa Linggabumi son of  Darmasatyajaya
Q50302,Jahan Shah bin Tughril //,Jahan Shah son of Tughril //
Q50307,Skandavarman IV bin  Simhavarman II,Skandavarman IV son of  Simhavarman II
Q50311,NN (Wife of Skandavarman IV) bint  Fulan,NN (Wife of Skandavarman IV) daughter of  Fulan
Q50335,Puan Tembayat bin  Puan Meretam,Puan Tembayat son of  Puan Meretam
Q50339,Istri Puan Tembayat bint  Fulan,Istri Puan Tembayat daughter of  Fulan
Q50343,[16] Mitrongga Lugubhumi bin  Wasuma Mitra,[16] Mitrongga Lugubhumi son of  Wasuma Mitra
Q50347,[16] NN (Istri Mitrongga Lugubhumi) bint  Fulan,[16] NN (Istri Mitrongga Lugubhumi) daughter of  Fulan
Q50351,Mahisa Saramhardini Warmandewi bint  Darma Satyanagara,Mahisa Saramhardini Warmandewi daughter of  Darma Satyanagara
Q50355,Darmasatyajaya bin  Fulan,Darmasatyajaya son of  Fulan
Q50368,Simhavarman II bin  Skandavarman III,Simhavarman II son of  Skandavarman III
Q50372,NN (Wife of Simhavarman II) bint  Fulan,NN (Wife of Simhavarman II) daughter of  Fulan
Q50392,Puan Meretam bin  Puan Pihatu,Puan Meretam son of  Puan Pihatu
Q50396,Istri Puan Meretam bint  Fulan,Istri Puan Meretam daughter of  Fulan
Q50404,Darma Satyanagara bin  Putra Bahadura Harigana Jayasakti,Darma Satyanagara son of  Putra Bahadura Harigana Jayasakti
Q50408,Dewi Tirta Lengkara bint  Digwijayakasa Dewawarmanputra,Dewi Tirta Lengkara daughter of  Digwijayakasa Dewawarmanputra
Q50420,NN (Wife of Skandavarman III) bint  Fulan,NN (Wife of Skandavarman III) daughter of  Fulan
Q50424,Skandavarman III bin  Viravarman,Skandavarman III son of  Viravarman
Q50440,Puan Pihatu bin  Puan Nampi,Puan Pihatu son of  Puan Nampi
Q50444,Puan Putri Tumbau bint  Fulan,Puan Putri Tumbau daughter of  Fulan
Q50448,Putra Bahadura Harigana Jayasakti bin  Bahadura Harigana Jayasakti,Putra Bahadura Harigana Jayasakti son of  Bahadura Harigana Jayasakti
Q50452,Istri Putra Bahadura Harigana Jayasakti bint  Fulan,Istri Putra Bahadura Harigana Jayasakti daughter of  Fulan
Q50456,Digwijayakasa Dewawarmanputra bin  Dewawarman,Digwijayakasa Dewawarmanputra son of  Dewawarman
Q50460,Putri Jawa Tengah bint  Fulan,Putri Jawa Tengah daughter of  Fulan
Q50472,NN (Wife of Viravarman) bint  Fulan,NN (Wife of Viravarman) daughter of  Fulan
Q50476,Viravarman bin  Skandavarman II,Viravarman son of  Skandavarman II
Q50500,Puan Putri Tahani bint  Fulan,Puan Putri Tahani daughter of  Fulan
Q50504,Puan Nampi bin  Puan Samburakai,Puan Nampi son of  Puan Samburakai
Q50508,Senopati Bahadura Harigana Jayasakti bin  Maravarman,Senopati Bahadura Harigana Jayasakti son of  Maravarman
Q50512,Istri Bahadura Harigana Jayasakti bint  Fulan,Istri Bahadura Harigana Jayasakti daughter of  Fulan
Q50516,Ni Pohaci Larasati bint Aki Tirem  .,Ni Pohaci Larasati daughter of Aki Tirem  .
Q50520,Dewawarman bin  Maravarman,Dewawarman son of  Maravarman
Q50532,Skandavarman II bin  Kumaravishnu I,Skandavarman II son of  Kumaravishnu I
Q50536,NN (Wife of Skandavarman II) bint  Fulan,NN (Wife of Skandavarman II) daughter of  Fulan
Q50572,Istri Puan Samburakai bint  Fulan,Istri Puan Samburakai daughter of  Fulan
Q50576,Puan Samburakai bin  Fulan,Puan Samburakai son of  Fulan
Q50605,NN (Wife of Kumaravishnu I) bint  Fulan,NN (Wife of Kumaravishnu I) daughter of  Fulan
Q50609,Kumaravishnu I bin  Visnugopa,Kumaravishnu I son of  Visnugopa
Q50653,Visnugopa I bin  Bappadevan,Visnugopa I son of  Bappadevan
Q50657,NN (Wife of Visnugopa I) bint  Fulan,NN (Wife of Visnugopa I) daughter of  Fulan
Q55294,Wang Bin,Wang son of
Q55351,Jeanne of Bar //,Jeanne of son of //
Q59799,Wei Bin,Wei son of
Q60292,Xiao Bin,Xiao son of
Q60673,Wei Bin,Wei son of
Q61067,Wu Bin,Wu son of
Q62689,Atikah bint  Yakhlud,Atikah daughter of  Yakhlud
Q62692,"an-Nazar ""Qays"" bin  Imaam Kanaana","an-Nazar ""Qays"" son of  Imaam Kanaana"
Q62695,Hind (Atika) bint  Udwaan bin 'Amr bin Qays,Hind (Atika) bint  Udwaan son of 'Amr son of Qays
Q62725,Barra (Murra) bayt  Murr bin Udd,Barra (Murra) bayt  Murr son of Udd
Q62743,Malak'an (Malik) bin  Imaam Kanaana,Malak'an (Malik) son of  Imaam Kanaana
Q62746,'Abde Manaat bin  Imaam Kanaana,'Abde Manaat son of  Imaam Kanaana
Q62755,Udwaan  'Amr bin Qays bin 'Ailaan,Udwaan  'Amr son of Qays son of 'Ailaan
Q62758,Zauja-e-Udwaan bin 'Amr  NN,Zauja-e-Udwaan son of 'Amr  NN
Q62761,Jandala bint  al-Haarith ul-Jarhami,Jandala daughter of  al-Haarith ul-Jarhami
Q62779,Laila (Salma) bint  al-Haarith,Laila (Salma) daughter of  al-Haarith
Q62782,al-Haarith bin  Imaam Fihr (Quraysh),al-Haarith son of  Imaam Fihr (Quraysh)
Q62791,Muharib bin  Imaam Fihr,Muharib son of  Imaam Fihr
Q62815,Ka'ab ibn Lu'ayy  G-75 [Versi 1],Ka'son of ibn Lu'ayy  G-75 [Versi 1]
Q62818,Haira bin Imaam Luwai,Haira son of Imaam Luwai
Q62821,'Awf bin Imaam Luwai,'Awf son of Imaam Luwai
Q62827,Adiy bin  Lu'ayy,Adiy son of  Lu'ayy
Q62842,Samah bin Imaam Luwai,Samah son of Imaam Luwai
Q62848,Murr bin  Udd bin Tabaqah ('Amir),Murr son of  Udd son of Tabaqah ('Amir)
Q62851,Hind  Murr bin Udd,Hind  Murr son of Udd
Q62854,Tamim bin  Murr bin Udd,Tamim son of  Murr son of Udd
Q62857,Hind (Awaana) bint  Sa'ad bin Qays bin 'Ailaan,Hind (Awaana) bint  Sa'ad son of Qays son of 'Ailaan
Q62881,al-Harith bin  Malak'an (Malik),al-Harith son of  Malak'an (Malik)
Q62884,Sa'ad bin  Malak'an (Malik),Sa'ad son of  Malak'an (Malik)
Q62887,Ausaid bin  Malak'an (Malik),Ausaid son of  Malak'an (Malik)
Q62890,Haram bin  Malak'an (Malik),Haram son of  Malak'an (Malik)
Q62893,Ghanam bin  Malak'an (Malik),Ghanam son of  Malak'an (Malik)
Q62899,Thaalabah bin  Malak'an (Malik),Thaalabah son of  Malak'an (Malik)
Q62905,Murrah bin  'Abde Manaat,Murrah son of  'Abde Manaat
Q62908,Bakr bin  'Abde Manaat,Bakr son of  'Abde Manaat
Q62911,al-Harith bin  'Abde Manaat,al-Harith son of  'Abde Manaat
Q62917,'Amr  Qays bin 'Ailaan,'Amr  Qays son of 'Ailaan
Q62920,No Name  Zauja-e-'Amr bin Qays bin 'Ailaan,No Name  Zauja-e-'Amr son of Qays son of 'Ailaan
Q62929,al-Haarith bin  Tamim bin Sa'ad,al-Haarith son of  Tamim son of Sa'ad
Q62932,Lubna bint  Al-Haith,Lubna daughter of  Al-Haith
Q62935,WADI'AH bin  Al-Harith,WADI'AH son of  Al-Harith
Q62941,Thalabah bin  al-Haarith,Thalabah son of  al-Haarith
Q62965,Wahshiya bint Shaiban,Wahshiya daughter of Shaiban
Q62971,Husays bin Imaam Ka'ab,Husays bin Imaam Ka'son of
Q62974,'Adiyy bin  Imaam Ka'ab,'Adiyy bin  Imaam Ka'son of
Q62989,Mawiya  Zauja-e-Âmir bin Imaam Luwai,Mawiya  Zauja-e-Âmir son of Imaam Luwai
Q62995,Maîs  Âmir bin Imaam Luwai,Maîs  Âmir son of Imaam Luwai
Q63004,Razah bin  Adiy,Razah son of  Adiy
Q63010,NN Mrs. Murr bint  Kalb,NN Mrs. Murr daughter of  Kalb
Q63013,Tukma bint  Murr,Tukma daughter of  Murr
Q63016,Mawiya of Arabia bint  Julayy,Mawiya of Arabia daughter of  Julayy
Q63019,Udd\ Idd Bin  Idd Bin ?Tabaqah ('Amir) bin Imaam Ilyaas,Udd\ Idd son of  Idd son of ?Tabaqah ('Amir) son of Imaam Ilyaas
Q63022,'Amr  Udd bin Tabaqah ('Amir),'Amr  Udd son of Tabaqah ('Amir)
Q63028,'Abd Manat  Udd bin Tabaqah ('Amir),'Abd Manat  Udd son of Tabaqah ('Amir)
Q63031,Dhabba  Udd bin Tabaqah ('Amir),Dhabba  Udd son of Tabaqah ('Amir)
Q63034,Sa'ad bin  Hudhayl bin Imaam Mudrika,Sa'ad son of  Hudhayl son of Imaam Mudrika
Q63037,'Abd al-Qays  Afsi bin Da'ami,'Abd al-Qays  Afsi son of Da'ami
Q63040,Allabo'a bin Abd Alqais,Allabo'a son of Abd Alqais
Q63043,'Amro  Qasit bin Hanab,'Amro  Qasit son of Hanab
Q63046,Taim Allah  'Amro bin Qasit,Taim Allah  'Amro son of Qasit
Q63049,Wooras Allah  'Amro bin Qasit,Wooras Allah  'Amro son of Qasit
Q63052,Aaith Allah  'Amro bin Qasit,Aaith Allah  'Amro son of Qasit
Q63055,Wael  Nizar bin Qasit,Wael  Nizar son of Qasit
Q63061,Baker  Wael bin Qasit,Baker  Wael son of Qasit
Q63064,Taghleb  Wael bin Nizar,Taghleb  Wael son of Nizar
Q63067,Anz  Wael bin Qasit,Anz  Wael son of Qasit
Q63070,al-Shakhees  Wael bin Qasit,al-Shakhees  Wael son of Qasit
Q63073,al-Harith  Wael bin Qasit,al-Harith  Wael son of Qasit
Q63076,Amru bin  Tamim,Amru son of  Tamim
Q63079,Zauja-e-Tamim bin Murr  NN,Zauja-e-Tamim son of Murr  NN
Q63082,Manah  Tamim bin Murr,Manah  Tamim son of Murr
Q63085,'Amr  Tamim bin Murr,'Amr  Tamim son of Murr
Q63088,Sad ben  Qays bin 'Ailaan,Sad ben  Qays son of 'Ailaan
Q63094,Ghatafan  Sa'ad bin Qays bin 'Ailaan,Ghatafan  Sa'ad son of Qays son of 'Ailaan
Q63097,Asad ('Asr) bin  Imaam Khuzaima,Asad ('Asr) son of  Imaam Khuzaima
Q63103,Salmah Bint  Asad bin Rabi'ah,Salmah Bint  Asad son of Rabi'ah
Q63106,Hudhayl Bin  Imaam Mudrika,Hudhayl son of  Imaam Mudrika
Q63121,'Adl  al-Haun (al-Hawa) bin Imaam Khuzaima,'Adl  al-Haun (al-Hawa) son of Imaam Khuzaima
Q63127,Barra binti Murr bin Udd,Barra binti Murr son of Udd
Q63136,Thaalabah bin  al-Haarith,Thaalabah son of  al-Haarith
Q63142,Jodhaimah  'Aamir bin 'Abde Manaat,Jodhaimah  'Aamir son of 'Abde Manaat
Q63168,Zauja-e-Qays bin 'Ailaan  NN,Zauja-e-Qays son of 'Ailaan  NN
Q63171,Khafsa  Qays bin 'Ailaan,Khafsa  Qays son of 'Ailaan
Q63174,Wabrah  Qays bin 'Ailaan,Wabrah  Qays son of 'Ailaan
Q63210,Surayr bin Thalabah bin al-Haarith,Surayr son of Thalabah son of al-Haarith
Q63230,Hindun binti Surair bin Tsa'labah,Hindun binti Surair son of Tsa'labah
Q63236,Yaqazah bin  Imaam Murrah al-Quraysh,Yaqazah son of  Imaam Murrah al-Quraysh
Q63239,Taym bin  Imaam Murrah al-Quraysh,Taym son of  Imaam Murrah al-Quraysh
Q63242,No Name  Zauja-e-Husays bin Imaam Ka'ab,No Name  Zauja-e-Husays bin Imaam Ka'son of
Q63245,'Amru bin Husays,'Amru son of Husays
Q63254,Raza bin  'Adiyy,Raza son of  'Adiyy
Q63266,No Name  Zauja-e-Maîs bin Âmir,No Name  Zauja-e-Maîs son of Âmir
Q63278,Qurut bin  Razah,Qurut son of  Razah
Q63284,Hubba bint  Abu Azm,Hubba daughter of  Abu Azm
Q63293,Tabaqah bin Ellias  Imaam Ilyaas,Tabaqah son of Ellias  Imaam Ilyaas
Q63296,Tamlik of Arabia Bint  al-Nakha,Tamlik of Arabia daughter of  al-Nakha
Q63299,Awf  'Abd Manat bin Udd,Awf  'Abd Manat son of Udd
Q63302,Ashyab  'Abd Manat bin Udd,Ashyab  'Abd Manat son of Udd
Q63305,Uday  'Abd Manat bin Udd,Uday  'Abd Manat son of Udd
Q63308,Thawr  'Abd Manat bin Udd,Thawr  'Abd Manat son of Udd
Q63311,Taym  'Abd Manat bin Udd,Taym  'Abd Manat son of Udd
Q63314,No Name  Zauja-e-Hudhayl bin Imaam Mudrika,No Name  Zauja-e-Hudhayl son of Imaam Mudrika
Q63317,Banu Lihyan bin  ibn Elias ibn Mudar ibn Nizar ibn Ma'add ibn Adnan,Banu Lihyan son of  ibn Elias ibn Mudar ibn Nizar ibn Ma'add ibn Adnan
Q63320,Afsi bin Abd Alqais,Afsi son of Abd Alqais
Q63326,Alharith bin Abd Alqais bin Afsi,Alharith son of Abd Alqais son of Afsi
Q63329,Afsi  Da'aimi bin Judailah,Afsi  Da'aimi son of Judailah
Q63332,Hanab  Afsi bin Da'aimi,Hanab  Afsi son of Da'aimi
Q63335,Shann  Afsi bin Da'aimi,Shann  Afsi son of Da'aimi
Q63338,Lakeez  Afsi bin Da'ami,Lakeez  Afsi son of Da'ami
Q63341,Nashim  Afsi bin Da'aimi,Nashim  Afsi son of Da'aimi
Q63344,Jasham  Afsi bin Da'aimi,Jasham  Afsi son of Da'aimi
Q63347,Qasit  Hanab bin Afsi,Qasit  Hanab son of Afsi
Q63350,Nizar  Qasit bin Hanab,Nizar  Qasit son of Hanab
Q63353,an-Namer  Qasit bin Hanab,an-Namer  Qasit son of Hanab
Q63359,al-Qama  Qasit bin Hanab,al-Qama  Qasit son of Hanab
Q63362,Ghafeela  Qasit bin Hanab,Ghafeela  Qasit son of Hanab
Q63365,Moawiyah  Qasit bin Hanab,Moawiyah  Qasit son of Hanab
Q63368,'Ali  Baker bin Wael,'Ali  Baker son of Wael
Q63371,Ghanem  Taghleb bin Wael,Ghanem  Taghleb son of Wael
Q63374,Omran  Taghleb bin Wael,Omran  Taghleb son of Wael
Q63377,al-Aws  Taghleb bin Wael,al-Aws  Taghleb son of Wael
Q63379,Usayyid bin  Amru,Usayyid son of  Amru
Q63382,No Name  Zauja-e-Manah bin Tamim,No Name  Zauja-e-Manah son of Tamim
Q63385,Zayd  Manah bin Tamim,Zayd  Manah son of Tamim
Q63391,al-Anbar  'Amr bin Tamim,al-Anbar  'Amr son of Tamim
Q63394,al-Harith  'Amr bin Tamim,al-Harith  'Amr son of Tamim
Q63397,Malik  'Amr bin Tamim,Malik  'Amr son of Tamim
Q63400,Ka'ab  'Amr bin Tamim,Ka'son of  'Amr bin Tamim
Q63403,al-Hajeem  'Amr bin Tamim,al-Hajeem  'Amr son of Tamim
Q63406,Qaleeb  'Amr bin Tamim,Qaleeb  'Amr son of Tamim
Q63409,Osaid  'Amr bin Tamim,Osaid  'Amr son of Tamim
Q63424,Raith  Ghatafan bin Sa'ad,Raith  Ghatafan son of Sa'ad
Q63427,'Abd al-'Uzza  Ghatafan bin Sa'ad,'Abd al-'Uzza  Ghatafan son of Sa'ad
Q63430,Zawzan  Asad ('Asr) bin Imaam Khuzaima,Zawzan  Asad ('Asr) son of Imaam Khuzaima
Q63433,Laila Bint  Halwan al-Qada'iyyah,Laila daughter of  Halwan al-Qada'iyyah
Q63442,Qama’ah ('Umayr) Bin  Imaam Ilyaas,Qama’ah ('Umayr) son of  Imaam Ilyaas
Q63445,Amra Bint  Ilyas,Amra daughter of  Ilyas
Q63463,Omaira bin Asad bin Rabeaa,Omaira son of Asad son of Rabeaa
Q63466,Amr or Anza bin Asad,Amr or Anza son of Asad
Q63469,Judailah  Asad bin Rabi'ah,Judailah  Asad son of Rabi'ah
Q63478,Hind Binte Udwaan bin 'Amr bin Qays,Hind Binte Udwaan son of 'Amr son of Qays
Q63481,Malik bin an Nadhar,Malik son of an Nadhar
Q63490,Ghanam bin  Thalabah,Ghanam son of  Thalabah
Q63511,Ekrama  Khafsa bin Qays,Ekrama  Khafsa son of Qays
Q63514,Saleem  Banu al-Hawazin bin Qays,Saleem  Banu al-Hawazin son of Qays
Q63544,Surair bin Tsa'labah,Surair son of Tsa'labah
Q63547,Fatimah Bint  of Zahran,Fatimah daughter of  of Zahran
Q63556,Qusay bin  G-78 [Versi 1],Qusay son of  G-78 [Versi 1]
Q63574,No Name  Zauja-e-Yaqazah bin Imaam Murrah,No Name  Zauja-e-Yaqazah son of Imaam Murrah
Q63577,Makhzum bin  Yaqazah,Makhzum son of  Yaqazah
Q63598,Sa'ad bin Taim bin Murrah bin Ka'ab,Sa'ad bin Taim bin Murrah bin Ka'son of
Q63604,No Name  Zauja-e-Taym bin Imaam Murrah,No Name  Zauja-e-Taym son of Imaam Murrah
Q63607,Sa'ad bin  Taym al-Quraysh,Sa'ad son of  Taym al-Quraysh
Q63613,No Name  Zauja-e-'Amru bin Husays,No Name  Zauja-e-'Amru son of Husays
Q63619,Sahm bin 'Amr bin Husays,Sahm son of 'Amr son of Husays
Q63625,Qurt (Quraat) bin Raza al-Adawi',Qurt (Quraat) son of Raza al-Adawi'
Q63637,No Name  Zauja-e-'Amr bin Maîs,No Name  Zauja-e-'Amr son of Maîs
Q63643,No Name  Zauja-e-'Abd bin Maîs,No Name  Zauja-e-'Abd son of Maîs
Q63655,Asma bint  Duraym,Asma daughter of  Duraym
Q63690,Lakeez bin Afsi,Lakeez son of Afsi
Q63693,Shann bin Afsi,Shann son of Afsi
Q63696,Murrah bin Alharith,Murrah son of Alharith
Q63699,Da'ami  Judailah bin Asad,Da'ami  Judailah son of Asad
Q63702,Ashyab  Da'aimi bin Judailah,Ashyab  Da'aimi son of Judailah
Q63705,Dohen  Hanab bin Afsi,Dohen  Hanab son of Afsi
Q63708,Sa'ab  'Ali bin Baker,Sa'son of  'Ali bin Baker
Q63711,'Amro  Ghanem bin Taghleb,'Amro  Ghanem son of Taghleb
Q63714,al-Arqam  Omran bin Taghleb,al-Arqam  Omran son of Taghleb
Q63720,Jar'a bin  Usayyid,Jar'a son of  Usayyid
Q63723,No Name  Zauja-e-Zayd bin Manah at-Tamim,No Name  Zauja-e-Zayd son of Manah at-Tamim
Q63726,Malik  Zayd bin Manah at-Tamim,Malik  Zayd son of Manah at-Tamim
Q63729,Sa'ad  Zayd bin Manah at-Tamim,Sa'ad  Zayd son of Manah at-Tamim
Q63732,Aamer  Zayd bin Manah at-Tamim,Aamer  Zayd son of Manah at-Tamim
Q63735,Awf  Zayd bin Manah at-Tamim,Awf  Zayd son of Manah at-Tamim
Q63738,Kaab bin Alanbar bin Amr bin Tameem,Kaab son of Alanbar son of Amr son of Tameem
Q63741,Malik bin Alanbar bin Amr bin Tameem,Malik son of Alanbar son of Amr son of Tameem
Q63744,Jondob bin Alanbar bin Amr bin Tameem,Jondob son of Alanbar son of Amr son of Tameem
Q63750,Aamer bin Alanbar bin Amr bin Tameem,Aamer son of Alanbar son of Amr son of Tameem
Q63753,Kaab bin Alharith bin Amr bin Tameem,Kaab son of Alharith son of Amr son of Tameem
Q63756,Saad bin Alharith bin Amr bin Tameem,Saad son of Alharith son of Amr son of Tameem
Q63759,Mashada bin Alharith bin Amr bin Tameem,Mashada son of Alharith son of Amr son of Tameem
Q63762,Moawiyah bin Alharith bin Amr bin Tameem,Moawiyah son of Alharith son of Amr son of Tameem
Q63765,Mazen bin Malik bin Amr bin Tameem,Mazen son of Malik son of Amr son of Tameem
Q63768,Alhermaz bin Malik bin Amr bin Tameem,Alhermaz son of Malik son of Amr son of Tameem
Q63771,Ghailan bin Malik bin Amr bin Tameem,Ghailan son of Malik son of Amr son of Tameem
Q63774,Ghassan bin Malik bin Amr bin Tameem,Ghassan son of Malik son of Amr son of Tameem
Q63777,Nomair bin Osaid bin Amr bin Tameem,Nomair son of Osaid son of Amr son of Tameem
Q63783,Aqeel bin Osaid bin Amr bin Tameem,Aqeel son of Osaid son of Amr son of Tameem
Q63786,Alharith bin Osaid bin Amr bin Tameem,Alharith son of Osaid son of Amr son of Tameem
Q63789,Amr bin Osaid bin Amr bin Tameem,Amr son of Osaid son of Amr son of Tameem
Q63792,Jarda bin Osaid bin Amr bin Tameem,Jarda son of Osaid son of Amr son of Tameem
Q63807,Bughaydh  Raith bin Ghatafan,Bughaydh  Raith son of Ghatafan
Q63810,Salma  'Abd al-'Uzza bin Ghatafan,Salma  'Abd al-'Uzza son of Ghatafan
Q63825,Rabab (Hanfa) Bint  Haydah,Rabab (Hanfa) daughter of  Haydah
Q63849,'Aad  Thahir bin Imaam Ilyaas,'Aad  Thahir son of Imaam Ilyaas
Q63867,Wife of Imran  bint Rabi'ah,Wife of Imran  daughter of Rabi'ah
Q63885,Dabia'a bin Rabeaa,Dabia'a son of Rabeaa
Q63888,Aisha bint Rabeaa bin Nizar,Aisha bint Rabeaa son of Nizar
Q63891,Moklebah bint Rabeaa bin Nizar,Moklebah bint Rabeaa son of Nizar
Q63894,Kilab bin Rabeaa bin Nizar,Kilab son of Rabeaa son of Nizar
Q63897,Aklab bin Rabeaa bin Nizar,Aklab son of Rabeaa son of Nizar
Q63900,Aamer bin Rabeaa bin Nizar,Aamer son of Rabeaa son of Nizar
Q63903,Aamer bin Amr bin Asad,Aamer son of Amr son of Asad
Q63924,Firas bin  Ghanam bin Thalabah,Firas son of  Ghanam son of Thalabah
Q63942,Umro bin  Aylan,Umro son of  Aylan
Q63945,Saad bin  Aylan,Saad son of  Aylan
Q63951,Qais bin 'Ailan,Qais son of 'Ailan
Q63954,Mansour  Ekrama bin Khafsa,Mansour  Ekrama son of Khafsa
Q63984,Tsa'labah bin Harits,Tsa'labah son of Harits
Q63987,Darraj (Rizaaj) bin  Rabi'ah bin Haram al-as-Sham,Darraj (Rizaaj) son of  Rabi'ah son of Haram al-as-Sham
Q63990,Sa'ad bin Shibl Azdshirah,Sa'ad son of Shibl Azdshirah
Q63993,Zauja-e-Sa'ad bin Shibl  NN,Zauja-e-Sa'ad son of Shibl  NN
Q63996,Abdul Manaf bin Zuhrah,Abdul Manaf son of Zuhrah
Q63999,Abdul Harits bin Zuhrah,Abdul Harits son of Zuhrah
Q64011,Harits bin Zuhrah,Harits son of Zuhrah
Q64017,No Name  Zauja-e-Zuhrah bin Imaam Kilaab,No Name  Zauja-e-Zuhrah son of Imaam Kilaab
Q64059,No Name  Zauja-e-Makhzum bin Yaqazah,No Name  Zauja-e-Makhzum son of Yaqazah
Q64062,'Umar bin Makhzum,'Umar son of Makhzum
Q64065,'Imran bin Makhzum,'Imran son of Makhzum
Q64080,Ka'ab bin  Sa'ad at-Taymi,Ka'son of bin  Sa'ad at-Taymi
Q64083,Ka'ab bin Sa'ad bin Taim bin Murrah,Ka'son of bin Sa'ad bin Taim bin Murrah
Q64086,Ka'ab  So'ed,Ka'son of  So'ed
Q64089,No Name  Zauja-e-Sa'ad bin Taym al-Quraysh,No Name  Zauja-e-Sa'ad son of Taym al-Quraysh
Q64092,No Name  Zauja-e-Sahm bin 'Amr,No Name  Zauja-e-Sahm son of 'Amr
Q64095,Sa'ad bin Sahm bin 'Amr,Sa'ad son of Sahm son of 'Amr
Q64098,Riyah bin Qurt (Quraat) al-Adawi',Riyah son of Qurt (Quraat) al-Adawi'
Q64101,Abdullah bin  Qurut,Abdullah son of  Qurut
Q64116,No Name  Zauja-e-al-Harith bin 'Amr,No Name  Zauja-e-al-Harith son of 'Amr
Q64122,No Name  Zauja-e-Hajar bin 'Abd,No Name  Zauja-e-Hajar son of 'Abd
Q64140,Wadea'a bin Lakeez,Wadea'a son of Lakeez
Q64143,Sabah bin Lakeez,Sabah son of Lakeez
Q64146,Bakrah bin Lakeez,Bakrah son of Lakeez
Q64149,Mohareb bin Lakeez,Mohareb son of Lakeez
Q64152,Nakrah bin Lakeez,Nakrah son of Lakeez
Q64155,Hazeez bin Shann,Hazeez son of Shann
Q64158,Oday bin Shann,Oday son of Shann
Q64161,Aldeel bin Shann,Aldeel son of Shann
Q64164,Okaba  Sa'ab bin 'Ali,Okaba  Sa'son of bin 'Ali
Q64167,Lujaim  Sa'ab bin 'Ali,Lujaim  Sa'son of bin 'Ali
Q64172,Malik  Sa'ab bin 'Ali,Malik  Sa'son of bin 'Ali
Q64175,Habeeb  'Amro bin Ghanem,Habeeb  'Amro son of Ghanem
Q64178,Osama  al-Arqam bin Omran,Osama  al-Arqam son of Omran
Q64181,Awf  al-Arqam bin Omran,Awf  al-Arqam son of Omran
Q64184,Taym  al-Arqam bin Omran,Taym  al-Arqam son of Omran
Q64187,Al-Namr bin  Jar'a,Al-Namr son of  Jar'a
Q64190,Hanzalah  Malik bin Zayd at-Tamim,Hanzalah  Malik son of Zayd at-Tamim
Q64193,Khalid  Malik bin Zayd at-Tamim,Khalid  Malik son of Zayd at-Tamim
Q64196,Ka'ab  Sa'ad bin Zayd at-Taymi,Ka'son of  Sa'ad bin Zayd at-Taymi
Q64199,Malik bin Jondob bin Alanbar bin Amr,Malik son of Jondob son of Alanbar son of Amr
Q64205,Oraij bin Jondob bin Alanbar bin Amr,Oraij son of Jondob son of Alanbar son of Amr
